,y,x,mass,size,ecc,signal,raw_mass,ep,frame,In_Cell,In_Nucleus
0,80.20772425461162,118.8920412903414,1039.7318064813699,1.5968078350381008,0.15747654293961974,112.27464220608623,54227.0,0.1260306876748108,0,0,0
1,83.36096566826022,106.02881394516895,1398.8855538861842,1.6813176549276743,0.06810908164661099,129.05044135388064,60309.0,0.1035607422754519,0,0,0
2,85.3791635759952,141.05254847938963,1073.309942764311,1.4220047179825912,0.20017755070993054,139.88931361682847,53512.0,0.12932955049806608,0,0,0
3,96.83701435021425,253.42693684755415,1054.6347819502917,1.670787259477056,0.5283402841853383,122.34012169476287,57064.0,0.11444754844315203,0,1,0
4,99.49565648085374,102.96446850289978,1079.250660790208,1.7106366802277873,0.14403424271412044,146.77023462321196,71945.0,0.0772206875897882,0,0,0
5,103.9522730932693,12.056636536132135,1082.9242764679962,1.693982387376731,0.1479581993161625,118.53381608021246,51334.0,0.1405348598031613,0,0,0
6,106.9378971413265,43.4741700025298,1019.0435497696152,1.5797288021805564,0.050937768959229426,114.8867383897767,64751.0,0.09162931765000974,0,0,0
7,111.43944776518288,161.00759388057074,1163.2206439143883,1.7900590041368496,0.3571480019722713,122.39319766946775,57794.0,0.11180350305388982,0,0,0
8,115.25498858004288,74.17690615348562,1083.898599717936,1.6801700590631357,0.31645420487792214,118.25706278353698,77950.0,0.0682608067552801,0,0,0
9,116.2800949271238,208.73991565731708,1139.01420830791,1.5918297024550985,0.21563190956834566,128.11023837339408,51033.0,0.14223799975817084,0,1,0
10,120.17898140852331,115.36014212359363,1294.269016601803,1.562020006504114,0.056737751790337736,177.0500781923496,78519.0,0.06751848783324896,0,0,0
11,122.74157629807598,52.70764319150742,1161.370567081818,1.5219291392651013,0.3609831191243069,140.5565544416899,80431.0,0.06513819464695897,0,0,0
12,122.99562657175446,168.17753095411507,1103.5101723713913,1.4107256654694706,0.35917615396564395,150.76988843133017,59201.0,0.1070373393546597,0,0,0
13,126.88643125128235,74.07038280036346,1034.7388737180602,1.45219042188904,0.4893367441920268,161.86655828570176,84139.0,0.06096975036626662,0,0,0
14,135.2372279881688,327.877525352559,1148.442776100128,1.6480106495531244,0.46825842944843743,128.87604886556457,71809.0,0.07745092895119497,0,1,0
15,136.26571670148215,307.25223192081967,1219.5949113330782,1.6150716488490982,0.2001673006121998,138.63444592916295,75523.0,0.07161938865728108,0,1,0
16,137.48944045939754,167.0588453034805,1136.853257909211,1.8038133059115748,0.39432908610593415,108.1498807433065,62545.0,0.0971902389818277,0,0,0
17,137.80861814560316,338.84311870684513,1138.202904123135,1.5621886587060865,0.2256193843668124,147.18726013875036,66583.0,0.08747291455278493,0,1,0
18,140.0523143478199,147.79510065779192,1067.3881804436658,1.5385217948028498,0.19771253547650072,125.96824367994688,73287.0,0.07502005421778915,0,0,0
19,145.75402011023195,268.04246382610717,1468.555352968448,1.630963384894665,0.24786525679400706,165.58566765609413,78601.0,0.0674128393370517,0,1,0
20,148.0815673216163,85.16492822016892,1031.501239261062,1.4499576630071647,0.1409171993631665,164.56585071355025,90486.0,0.05495054626178881,0,0,0
21,148.02177761345365,104.52454778190456,1353.5055955135065,1.7050030790619306,0.29933846105785666,171.09040446120093,85072.0,0.060003572006540065,0,0,0
22,150.44734240604976,54.101977861802226,1050.782982643137,1.3768004852867617,0.053608115431781775,169.11901111501942,79919.0,0.06575898494381392,0,0,0
23,151.44407141354333,277.99914039253406,1261.3505388616225,1.7250146414479217,0.27488438825649364,124.3759644388003,83319.0,0.061844969471758465,0,1,0
24,153.00619635548355,26.720523425734584,1231.0100370356793,1.703012510656568,0.33776812996076083,123.07181191748023,77651.0,0.06865746318504805,0,0,0
25,156.18718289605775,257.0644273815015,1397.3008569271383,1.7114864218093804,0.154034548916375,148.88948247035705,84107.0,0.06100344051010964,0,1,0
26,157.37152798060634,326.18612360535076,1038.4086982547979,1.6742250531496534,0.4239029425315928,144.21879669632708,80841.0,0.06464946503834265,0,1,0
27,160.11424323481194,313.2397767172659,1142.3542035732673,1.8096891842932266,0.4074052108369851,112.30497133448901,86391.0,0.05868876795557248,0,1,0
28,162.2967569670392,110.03952114867732,1071.9830433966888,1.5451336867915344,0.0923275431330804,125.1341926488701,79463.0,0.06632192376493659,0,0,0
29,161.8410101494897,149.76867915472678,1074.2728925910997,1.5184178629170753,0.2046414342888152,139.08180057310415,70892.0,0.0790399392249493,0,0,0
30,162.7196530413393,292.72277035452197,1112.783303380545,1.3638882135030532,0.14229660263285462,168.57687794481953,86124.0,0.0589502464766384,0,1,0
31,162.75911455469281,303.14685018586545,1378.85316457614,1.8188982624914982,0.2705487509487002,141.7697195778016,89389.0,0.05590446030331458,0,1,0
32,164.53829589026302,48.65749716476751,1123.2089412690048,1.778138637934424,0.4297354148336085,99.83211727884074,82552.0,0.06268667291643704,0,0,0
33,163.70271828771712,225.5890224730684,1176.8308402851414,1.4125029392442117,0.2775208973271188,182.88843540988708,79108.0,0.06676689381541506,0,1,0
34,168.5494201257742,247.80843378461088,1195.4491339834053,1.6583446661499517,0.3098954332295651,118.23431593723488,85223.0,0.05985007394898717,0,1,0
35,172.2784008642143,39.17050133478123,1340.608133660219,1.5394373367228082,0.22350209038921598,169.72559368307526,81456.0,0.06392996854306261,0,0,0
36,175.16949994520948,79.09533184790152,1037.9006853540511,1.5994198001975988,0.14709612879699982,144.97323376534652,90703.0,0.05476569412074365,0,0,0
37,175.10138364697738,202.08993052381388,1161.196174593502,1.6623327001165396,0.37130339097443493,122.17331148854751,72727.0,0.07592291842247653,0,1,0
38,174.95512325156497,220.98487435229282,1265.7482624800273,1.6162299833352798,0.05175451381141745,143.11178350962516,80603.0,0.064932269734823,0,1,0
39,173.81757099693093,325.8410529195778,1912.2060521034414,1.773632627912379,0.41247009304289095,194.86085884688927,91479.0,0.054114710890471034,0,0,1
40,173.71596499609643,336.0431256481665,1626.7596689995128,1.6442753372762524,0.34366467832463754,184.65131599829937,87622.0,0.057512624297621384,0,1,0
41,177.30573982238823,361.8164380326743,1059.5708475978463,1.657989261115108,0.4551222088726742,121.37717186797423,76546.0,0.07016424378628189,0,1,0
42,181.07036169033645,237.00078788000187,1135.5908079394446,1.7231480769745953,0.33247986649296196,114.22328870596562,91884.0,0.053781066431870195,0,1,0
43,180.06722075635193,310.3888361051749,1360.6670609576156,1.6653371941938913,0.5378858663827272,148.84019763670253,92935.0,0.052934127636887804,0,0,1
44,181.74640218454678,271.11541337409045,1150.941138052308,1.6570095985794244,0.0863490922710982,119.41336080389343,102151.0,0.04651137045764418,0,0,1
45,181.6882066227828,279.9863009396513,1207.1599686879335,1.8069239391583205,0.07629358042068761,98.40285710285916,102150.0,0.046511982819500565,0,0,1
46,184.23622958293376,245.48671770605714,1205.7913667687576,1.5110446851836994,0.23114258001073926,156.0092453629125,98361.0,0.048954077342987894,0,0,1
47,185.87915267488657,295.11411845376944,1183.1696281213249,1.8007696325854388,0.1632514269208519,104.13127122993653,101017.0,0.047216304237380866,0,0,1
48,185.4746674078573,353.9137199191553,1104.8256983158624,1.8645926316808272,0.19509966174019988,120.277740963373,83914.0,0.06120742629191333,0,1,0
49,188.0660355948203,67.68166613492615,1152.6319869607635,1.7691134021757775,0.4592878341855224,110.84917317115499,89573.0,0.055742155198635936,0,0,0
50,188.82799058787666,198.76030205167777,1193.879601588561,1.5698189126516362,0.2678661357676869,139.05905372680206,73049.0,0.07540113438863744,0,1,0
