 ,image,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,IntDen,Median,RawIntDen,Ch,bkg_area,bkg_mean,bkg_min,bkg_max,bkg_median,bkg_stdev,radius1,radius2,MeanSub,cellid,nucid,cytoid
4117,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4008.5,457.0,3280,3280,5331,555.0,15.0,554.9,15.1,208440.0,4043,208440.0,1,60,4264.5,3018,5635,4270,638.7,4,6,0.0,1,1,0
4118,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4092.8,1186.0,2460,2460,8306,555.0,15.0,554.8,15.2,212827.0,3727,212827.0,2,60,5056.2,1955,13163,3771,2890.1,4,6,0.0,1,1,0
4119,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,10764.1,4616.2,5127,5127,24156,555.0,15.0,555.0,14.8,559735.0,9909,559735.0,3,60,6828.2,3694,13736,6449,2061.8,4,6,3935.900000000001,1,1,0
4120,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3667.5,953.3,2295,2295,6988,555.0,15.0,555.0,14.7,190710.0,3350,190710.0,4,60,3398.8,2309,8716,3046,1065.5,4,6,268.6999999999998,1,1,0
4121,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1513.4,186.6,1315,1164,2146,203.0,18.5,203.0,18.1,78697.0,1513,78697.0,1,60,1451.6,1111,2213,1409,214.0,4,6,61.80000000000018,3,0,1
4122,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,24220.0,7842.5,7019,7019,37057,203.0,18.5,202.5,17.8,1259438.0,27038,1259438.0,2,60,19271.5,5155,39066,21369,8923.4,4,6,4948.5,3,0,1
4123,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,28559.3,9177.4,11691,11691,50118,203.0,18.5,202.8,18.1,1485085.0,27517,1485085.0,3,60,18201.0,10354,29105,18067,4177.6,4,6,10358.3,3,0,1
4124,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4822.3,654.5,3654,3654,6702,203.0,18.5,203.1,18.0,250758.0,4860,250758.0,4,60,4779.4,3751,7680,4615,785.2,4,6,42.90000000000055,3,0,1
4125,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1512.5,192.1,1463,1155,2048,255.5,18.5,255.0,18.1,78652.0,1478,78652.0,1,60,1525.4,1187,2168,1480,204.9,4,6,0.0,3,0,1
4126,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3034.5,1096.7,3825,1847,6397,255.5,18.5,254.5,18.2,157795.0,2833,157795.0,2,60,3221.4,1656,7488,2821,1361.8,4,6,0.0,3,0,1
4127,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,11437.8,4435.3,9372,5643,22720,255.5,18.5,255.0,18.4,594767.0,10713,594767.0,3,60,7789.7,5236,11302,7799,1517.7,4,6,3648.1,3,0,1
4128,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4266.8,641.2,2584,2584,5548,255.5,18.5,255.0,18.0,221872.0,4167,221872.0,4,60,3817.7,2639,5347,3801,528.9,4,6,449.1000000000004,3,0,1
4129,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1518.1,168.6,1493,1206,2073,186.4,25.4,186.0,25.0,78939.0,1493,78939.0,1,60,1557.6,1133,2163,1500,201.6,4,6,0.0,3,0,1
4130,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,17749.0,15973.1,2545,2545,55757,186.4,25.4,186.9,24.4,922946.0,12001,922946.0,2,60,5659.1,2365,18641,4761,3503.2,4,6,12089.9,3,0,1
4131,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,21283.1,7518.8,8127,8127,39302,186.4,25.4,186.3,25.0,1106720.0,20743,1106720.0,3,60,13291.0,7724,22582,13055,3332.2,4,6,7992.0999999999985,3,0,1
4132,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4806.8,462.6,3764,3764,5882,186.4,25.4,186.0,25.0,249951.0,4788,249951.0,4,60,5194.0,3870,7030,5177,677.7,4,6,0.0,3,0,1
4133,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1420.5,182.1,1417,1127,1928,327.5,26.5,327.1,26.0,73867.0,1414,73867.0,1,60,1392.4,1095,2083,1372,166.3,4,6,28.09999999999991,3,0,1
4134,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5719.5,1015.2,3729,3729,8681,327.5,26.5,327.0,26.1,297416.0,5661,297416.0,2,60,5467.0,2780,9601,5517,1374.4,4,6,252.5,3,0,1
4135,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,14002.3,4491.5,10275,8550,28886,327.5,26.5,327.3,26.1,728119.0,12718,728119.0,3,60,11271.5,8361,17093,11074,2046.4,4,6,2730.7999999999997,3,0,1
4136,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3966.8,634.5,2652,2652,5489,327.5,26.5,326.9,25.9,206275.0,3847,206275.0,4,60,3672.7,2605,4886,3728,608.1,4,6,294.1000000000004,3,0,1
4137,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3142.0,988.9,1770,1770,5905,473.5,27.3,473.5,26.7,163386.0,3205,163386.0,1,60,3541.8,1598,6220,3546,1494.0,4,6,0.0,1,1,0
4138,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,6571.6,3826.4,2667,2667,20130,473.5,27.3,472.9,27.4,341723.0,5313,341723.0,2,60,5269.4,2348,15697,3410,3556.9,4,6,1302.2000000000007,1,1,0
4139,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,14265.4,4873.6,7792,7792,27155,473.5,27.3,473.1,27.4,741800.0,12745,741800.0,3,60,10585.7,6624,16210,10750,2205.7,4,6,3679.699999999999,1,1,0
4140,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3530.2,424.8,2720,2720,4669,473.5,27.3,473.0,27.0,183568.0,3431,183568.0,4,60,3503.7,2308,5869,3339,674.1,4,6,26.5,1,1,0
4141,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3790.2,316.2,3563,3270,4388,594.5,28.5,594.0,28.0,197089.0,3767,197089.0,1,60,3818.5,3253,4527,3798,327.3,4,6,0.0,1,1,0
4142,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,7771.2,1611.7,5121,5121,11432,594.5,28.5,594.0,28.1,404103.0,7645,404103.0,2,60,7593.0,3121,11102,7720,1722.4,4,6,178.19999999999982,1,1,0
4143,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,11604.8,4352.0,5990,5990,22878,594.5,28.5,594.4,28.1,603448.0,10449,603448.0,3,60,9506.2,5611,15000,9466,2201.5,4,6,2098.5999999999985,1,1,0
4144,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3244.5,1036.0,2281,2281,8012,594.5,28.5,594.2,28.2,168715.0,2901,168715.0,4,60,2766.9,2200,4076,2741,403.0,4,6,477.5999999999999,1,1,0
4145,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1637.8,196.2,1508,1202,2335,170.8,32.8,170.0,32.0,85165.0,1628,85165.0,1,60,1648.5,1324,2182,1644,207.7,4,6,0.0,3,0,1
4146,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2834.2,564.9,2506,2070,4777,170.8,32.8,170.2,31.8,147381.0,2702,147381.0,2,60,3210.8,2109,5867,2949,901.2,4,6,0.0,3,0,1
4147,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,13688.4,3340.7,8735,8735,23335,170.8,32.8,170.2,31.9,711798.0,13418,711798.0,3,60,14788.5,8273,25637,13505,4514.6,4,6,0.0,3,0,1
4148,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4362.1,601.6,3977,3090,6229,170.8,32.8,170.1,32.0,226827.0,4352,226827.0,4,60,4239.9,2909,6855,4166,778.9,4,6,122.20000000000071,3,0,1
4149,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4485.2,463.1,3640,3640,6039,562.8,39.5,562.0,39.1,233232.0,4564,233232.0,1,60,4590.4,3547,5816,4578,404.7,4,6,0.0,1,1,0
4150,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4128.3,1888.2,2022,2022,10706,562.8,39.5,561.7,39.6,214671.0,3518,214671.0,2,60,5172.5,1729,10955,4641,2645.3,4,6,0.0,1,1,0
4151,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,8231.4,3733.6,3995,3995,18652,562.8,39.5,562.2,39.2,428035.0,6782,428035.0,3,60,5281.2,3233,7808,5209,1225.5,4,6,2950.2,1,1,0
4152,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3007.5,323.0,3075,2167,3736,562.8,39.5,562.1,39.0,156391.0,2952,156391.0,4,60,3358.1,2555,5571,3220,640.2,4,6,0.0,1,1,0
4153,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4396.5,843.0,2498,2498,6222,237.5,43.5,237.1,43.3,228617.0,4412,228617.0,1,60,4224.9,2073,6747,4492,1213.0,4,6,171.60000000000036,3,3,0
4154,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4667.5,3400.8,2017,2017,18577,237.5,43.5,236.2,43.2,242711.0,3528,242711.0,2,60,5454.0,2214,22311,4508,3528.0,4,6,0.0,3,3,0
4155,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,16203.8,6171.0,6922,6922,30877,237.5,43.5,236.6,43.4,842598.0,16930,842598.0,3,60,13078.8,6290,29147,10154,6054.9,4,6,3125.0,3,3,0
4156,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5056.8,851.2,3760,3760,6712,237.5,43.5,236.9,43.3,262956.0,4974,262956.0,4,60,5112.5,3489,8623,4922,1165.9,4,6,0.0,3,3,0
4157,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5082.9,737.0,4318,3794,7873,253.5,44.0,252.9,44.1,264312.0,5054,264312.0,1,60,4825.0,2860,7148,4827,985.5,4,6,257.89999999999964,3,3,0
4158,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,18363.1,11743.0,6744,6744,54710,253.5,44.0,252.4,44.3,954881.0,14120,954881.0,2,60,13449.0,4389,55618,10817,10334.4,4,6,4914.099999999999,3,3,0
4159,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,19078.3,7078.8,8588,8588,34669,253.5,44.0,252.7,44.3,992071.0,17446,992071.0,3,60,17355.8,7292,42375,15019,8761.9,4,6,1722.5,3,3,0
4160,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4811.7,825.1,3695,3695,6989,253.5,44.0,253.0,44.3,250206.0,4698,250206.0,4,60,5423.8,3661,10084,5063,1346.2,4,6,0.0,3,3,0
4161,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3755.3,587.2,4019,2640,5468,61.0,45.5,61.1,45.1,195274.0,3683,195274.0,1,60,3628.3,2722,5126,3611,488.2,4,6,127.0,2,2,0
4162,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5959.2,1639.8,2941,2941,10528,61.0,45.5,60.7,45.1,309876.0,6022,309876.0,2,60,5073.8,1825,9692,4865,2355.3,4,6,885.3999999999996,2,2,0
4163,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,12405.1,5312.1,5470,5470,27073,61.0,45.5,61.0,45.0,645064.0,10717,645064.0,3,60,8127.1,4063,15038,7650,2594.1,4,6,4278.0,2,2,0
4164,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3117.1,673.1,2223,2223,4874,61.0,45.5,61.0,45.2,162088.0,2923,162088.0,4,60,3064.5,2236,4988,2838,667.0,4,6,52.59999999999991,2,2,0
4165,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5400.3,719.1,4019,4019,7873,249.5,46.5,249.0,46.0,280817.0,5292,280817.0,1,60,4893.4,3470,6112,4924,725.0,4,6,506.90000000000055,3,3,0
4166,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,22192.4,13480.7,7701,7701,55618,249.5,46.5,249.4,45.9,1154004.0,16675,1154004.0,2,60,9900.4,3870,16559,10262,3303.1,4,6,12292.000000000002,3,3,0
4167,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,23466.3,8744.5,10537,10537,42375,249.5,46.5,249.1,46.0,1220246.0,21462,1220246.0,3,60,14680.9,7292,31036,14123,4313.5,4,6,8785.4,3,3,0
4168,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5240.4,852.5,4456,4028,7738,249.5,46.5,249.1,46.2,272499.0,4985,272499.0,4,60,5344.4,3698,7784,4896,1164.7,4,6,0.0,3,3,0
4169,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4758.2,665.1,3637,3637,6844,269.5,47.5,268.9,47.1,247424.0,4669,247424.0,1,60,4735.1,3255,6606,4676,733.8,4,6,23.09999999999945,3,3,0
4170,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,9203.9,2340.9,4627,4627,14466,269.5,47.5,269.1,46.7,478601.0,9131,478601.0,2,60,8010.0,2131,14744,8468,3456.9,4,6,1193.8999999999996,3,3,0
4171,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,24872.0,7459.2,12196,12196,43687,269.5,47.5,269.2,46.9,1293344.0,24737,1293344.0,3,60,17218.0,7646,32107,17052,5903.3,4,6,7654.0,3,3,0
4172,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5495.7,1129.7,3469,3469,8102,269.5,47.5,269.2,46.9,285775.0,5339,285775.0,4,60,4559.5,3551,6883,4509,609.6,4,6,936.1999999999998,3,3,0
4173,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1443.9,186.6,1163,1163,1996,358.2,49.8,358.0,49.1,75081.0,1401,75081.0,1,60,1454.1,1146,2164,1449,210.2,4,6,0.0,3,0,1
4174,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,8552.9,1798.2,4744,4744,12137,358.2,49.8,358.1,48.8,444750.0,8628,444750.0,2,60,7410.9,3280,12490,7597,2365.4,4,6,1142.0,3,0,1
4175,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,10569.9,4230.5,5788,5788,26125,358.2,49.8,358.1,49.3,549634.0,9114,549634.0,3,60,7948.7,5318,11586,7885,1426.1,4,6,2621.2,3,0,1
4176,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3984.0,785.8,2795,2795,6846,358.2,49.8,358.2,49.0,207166.0,3855,207166.0,4,60,3281.9,2343,4837,3203,581.7,4,6,702.0999999999999,3,0,1
4177,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4659.0,414.6,3802,3802,5877,563.8,51.2,563.0,51.0,242270.0,4714,242270.0,1,60,4717.7,3689,6844,4664,494.3,4,6,0.0,1,1,0
4178,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3881.0,1029.5,2454,2454,6582,563.8,51.2,562.9,51.2,201811.0,3691,201811.0,2,60,4996.7,1964,10412,4313,2320.9,4,6,0.0,1,1,0
4179,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,9136.7,4417.3,4196,4196,22897,563.8,51.2,563.1,51.3,475106.0,8185,475106.0,3,60,6041.7,3290,10547,5914,1595.6,4,6,3095.000000000001,1,1,0
4180,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2825.9,314.1,2637,2219,3558,563.8,51.2,563.0,51.0,146945.0,2813,146945.0,4,60,2848.6,2262,4382,2835,406.6,4,6,0.0,1,1,0
4181,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1474.5,187.5,1317,1153,1995,344.0,52.5,344.0,52.0,76676.0,1428,76676.0,1,60,1479.7,1225,1803,1486,146.9,4,6,0.0,3,0,1
4182,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5193.1,987.8,5892,3356,7412,344.0,52.5,344.1,52.1,270040.0,5206,270040.0,2,60,4870.7,2372,8967,4886,1418.9,4,6,322.40000000000055,3,0,1
4183,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,14671.4,4859.7,8670,8670,28613,344.0,52.5,344.0,52.1,762915.0,13035,762915.0,3,60,11219.8,6202,17509,10477,2527.4,4,6,3451.6000000000004,3,0,1
4184,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4472.2,914.4,3034,3034,6750,344.0,52.5,344.0,52.2,232557.0,4312,232557.0,4,60,3818.0,2413,6035,3715,914.9,4,6,654.1999999999998,3,0,1
4185,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4807.7,541.6,4403,3906,5989,225.2,54.5,225.0,54.0,250001.0,4673,250001.0,1,60,4939.6,3742,6353,4822,548.3,4,6,0.0,3,3,0
4186,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,7319.6,5575.4,2054,2054,22701,225.2,54.5,225.6,54.2,380619.0,5420,380619.0,2,60,3834.9,2002,10995,2957,1956.7,4,6,3484.7000000000003,3,3,0
4187,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,17906.5,7412.1,8378,8378,35221,225.2,54.5,225.3,54.2,931137.0,15747,931137.0,3,60,11275.0,5787,22257,11042,2982.3,4,6,6631.5,3,3,0
4188,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5058.4,1374.9,3565,3565,9743,225.2,54.5,225.4,54.0,263035.0,4511,263035.0,4,60,4697.0,3481,8367,4504,886.4,4,6,361.3999999999997,3,3,0
4189,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5268.8,678.3,4598,4027,7215,231.2,59.8,231.1,59.1,273977.0,5268,273977.0,1,60,5211.0,3906,6739,5217,610.6,4,6,57.80000000000018,3,3,0
4190,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,9963.1,5280.3,4862,4862,30346,231.2,59.8,231.0,59.0,518083.0,8483,518083.0,2,60,7841.0,3521,16504,6987,3313.5,4,6,2122.1000000000004,3,3,0
4191,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,20952.6,7092.9,10175,10175,39964,231.2,59.8,231.2,59.0,1089537.0,19599,1089537.0,3,60,15669.1,9393,30664,15579,4089.5,4,6,5283.499999999998,3,3,0
4192,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4897.6,633.5,3752,3752,6397,231.2,59.8,231.2,58.9,254674.0,4738,254674.0,4,60,4971.9,3420,7403,4980,892.9,4,6,0.0,3,3,0
4193,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4672.0,472.4,4664,3644,5710,484.5,60.5,484.0,59.9,242944.0,4747,242944.0,1,60,4769.1,3701,6740,4782,610.2,4,6,0.0,1,1,0
4194,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,13883.1,4279.2,6789,6789,20738,484.5,60.5,483.5,60.2,721920.0,14371,721920.0,2,60,13178.2,5776,22735,13135,4979.4,4,6,704.8999999999996,1,1,0
4195,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,22934.7,7538.8,11691,11691,45714,484.5,60.5,483.7,60.2,1192605.0,23261,1192605.0,3,60,19819.4,8216,35348,21699,7663.7,4,6,3115.2999999999997,1,1,0
4196,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4678.8,761.5,2991,2991,6828,484.5,60.5,483.8,60.0,243298.0,4614,243298.0,4,60,4363.2,2527,6748,4358,895.4,4,6,315.6000000000004,1,1,0
4197,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5405.8,547.7,4931,4372,7778,501.0,64.0,501.0,64.0,281100.0,5402,281100.0,1,60,5331.2,4443,7040,5266,573.2,4,6,74.60000000000036,1,1,0
4198,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2480.1,648.0,1672,1672,4237,501.0,64.0,500.6,64.2,128966.0,2405,128966.0,2,60,2860.9,1625,5647,2675,865.4,4,6,0.0,1,1,0
4199,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,9813.8,4280.8,4649,4649,22747,501.0,64.0,500.7,64.0,510320.0,8963,510320.0,3,60,6321.5,4696,10699,6059,1068.9,4,6,3492.2999999999997,1,1,0
4200,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4184.6,1105.9,4257,2452,7760,501.0,64.0,500.7,63.9,217600.0,4052,217600.0,4,60,3797.9,2537,7051,3440,1058.8,4,6,386.7000000000003,1,1,0
4201,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5195.9,623.8,3863,3863,6447,185.0,66.0,184.9,66.0,270185.0,5159,270185.0,1,60,5151.8,3731,6538,5140,648.5,4,6,44.099999999999454,3,3,0
4202,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,18366.3,6612.3,8887,8887,32717,185.0,66.0,185.6,66.1,955048.0,17037,955048.0,2,60,19649.4,7930,38517,17421,9404.1,4,6,0.0,3,3,0
4203,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,26829.4,9960.8,14979,14979,55461,185.0,66.0,185.0,66.1,1395131.0,23582,1395131.0,3,60,17371.2,13888,24720,17078,2107.3,4,6,9458.2,3,3,0
4204,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,7396.1,1473.8,5569,5569,11650,185.0,66.0,185.1,66.0,384596.0,6963,384596.0,4,60,6663.6,5221,9772,6630,870.5,4,6,732.5,3,3,0
4205,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5087.5,525.7,4732,4017,6309,175.5,69.5,175.0,68.9,264552.0,5071,264552.0,1,60,5216.5,4027,6578,5133,576.1,4,6,0.0,3,3,0
4206,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,12335.9,7829.1,4137,4137,31910,175.5,69.5,175.5,69.0,641468.0,9750,641468.0,2,60,7055.0,2929,12303,7514,2878.1,4,6,5280.9,3,3,0
4207,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,22885.2,7595.6,12912,12912,42849,175.5,69.5,175.2,69.1,1190032.0,22067,1190032.0,3,60,14392.5,8076,21907,13696,3003.8,4,6,8492.7,3,3,0
4208,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,6500.2,862.7,5032,5032,9422,175.5,69.5,175.1,68.9,338009.0,6419,338009.0,4,60,6486.8,4818,13293,6023,1590.5,4,6,13.399999999999636,3,3,0
4209,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4390.9,611.6,4108,2944,5556,91.5,70.5,90.9,70.1,228326.0,4442,228326.0,1,60,4365.7,2720,6177,4371,740.3,4,6,25.199999999999815,2,2,0
4210,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,4158.9,882.1,4118,2529,6043,91.5,70.5,90.9,70.2,216265.0,4118,216265.0,2,60,4855.0,2062,11769,4066,2588.6,4,6,0.0,2,2,0
4211,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,11108.9,5359.7,4508,4508,26293,91.5,70.5,91.4,69.7,577664.0,9460,577664.0,3,60,8854.8,4420,16735,8235,2737.7,4,6,2254.1000000000004,2,2,0
4212,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3154.5,535.8,2279,2279,5056,91.5,70.5,91.2,69.9,164036.0,3162,164036.0,4,60,3264.9,2273,4266,3354,562.1,4,6,0.0,2,2,0
4213,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1653.2,201.0,1564,1274,2249,336.5,70.5,336.0,70.1,85964.0,1643,85964.0,1,60,1661.9,1283,2031,1647,183.8,4,6,0.0,3,0,1
