 ,image,Area,Mean,StdDev,Mode,Min,Max,X,Y,XM,YM,IntDen,Median,RawIntDen,Ch,bkg_area,bkg_mean,bkg_min,bkg_max,bkg_median,bkg_stdev,radius1,radius2,MeanSub,cellid,nucid,cytoid
43024,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2358.6,431.3,1528,1528,3435,239.0,519.5,239.0,519.2,122649.0,2330,122649.0,4,60,2141.4,1650,3380,2051,336.8,4,6,217.19999999999985,6,0,1
43025,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1733.1,174.1,1712,1458,2157,323.0,526.0,323.0,526.0,90120.0,1706,90120.0,1,60,1758.0,1399,2451,1736,200.4,4,6,0.0,6,0,1
43026,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,3759.2,911.1,3828,2378,6087,323.0,526.0,323.1,526.1,195479.0,3555,195479.0,2,60,3197.9,1512,6042,3132,1088.3,4,6,561.2999999999997,6,0,1
43027,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,22163.8,10735.3,10489,10489,53247,323.0,526.0,322.9,526.0,1152516.0,18441,1152516.0,3,60,12071.9,7073,18872,12705,2723.8,4,6,10091.9,6,0,1
43028,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2762.7,558.5,1821,1821,4726,323.0,526.0,323.0,526.1,143658.0,2719,143658.0,4,60,2437.7,1701,3741,2341,401.1,4,6,325.0,6,0,1
43029,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1687.7,191.9,1729,1261,2354,400.5,526.5,400.0,526.0,87759.0,1682,87759.0,1,60,1729.1,1294,2418,1700,219.7,4,6,0.0,6,0,1
43030,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1052.1,146.9,918,856,1582,400.5,526.5,400.0,526.0,54708.0,1016,54708.0,2,60,1053.2,824,1415,1041,144.1,4,6,0.0,6,0,1
43031,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,7246.8,3029.2,3949,3949,16469,400.5,526.5,399.8,526.3,376833.0,6363,376833.0,3,60,5614.8,3067,11596,5418,1734.5,4,6,1632.0,6,0,1
43032,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2204.9,346.1,1875,1726,3271,400.5,526.5,399.9,526.0,114656.0,2205,114656.0,4,60,2152.9,1531,3131,2120,337.7,4,6,52.0,6,0,1
43033,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1801.5,186.0,1579,1462,2286,168.0,531.5,168.0,531.0,93677.0,1798,93677.0,1,60,1851.8,1413,2737,1797,270.3,4,6,0.0,5,0,1
43034,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1248.3,423.5,976,797,2656,168.0,531.5,167.8,531.1,64910.0,1115,64910.0,2,60,1032.6,747,1536,975,179.6,4,6,215.70000000000005,5,0,1
43035,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,6747.6,3668.4,2195,2195,18045,168.0,531.5,168.1,531.4,350874.0,5868,350874.0,3,60,4241.1,2179,8081,3803,1423.0,4,6,2506.5,5,0,1
43036,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1986.8,271.6,1836,1548,3087,168.0,531.5,167.9,531.1,103315.0,1938,103315.0,4,60,2083.8,1579,2721,2031,294.4,4,6,0.0,5,0,1
43037,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1636.0,161.2,1694,1267,2024,470.5,537.5,470.1,537.0,85073.0,1665,85073.0,1,60,1603.7,1272,2283,1587,164.4,4,6,32.299999999999955,6,0,1
43038,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1406.2,491.5,1041,775,3441,470.5,537.5,470.4,536.8,73124.0,1261,73124.0,2,60,1336.1,804,3659,1204,525.5,4,6,70.10000000000014,6,0,1
43039,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,16744.1,9673.0,5636,5636,46373,470.5,537.5,470.1,537.2,870695.0,13550,870695.0,3,60,7484.0,3056,15408,7439,2924.9,4,6,9260.1,6,0,1
43040,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1969.7,360.8,1835,1458,3031,470.5,537.5,470.0,537.0,102426.0,1864,102426.0,4,60,1846.3,1490,2525,1797,244.4,4,6,123.40000000000008,6,0,1
43041,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1649.7,140.8,1547,1348,2028,456.5,546.5,456.0,546.0,85785.0,1664,85785.0,1,60,1679.8,1323,2285,1667,191.9,4,6,0.0,6,0,1
43042,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1158.1,191.8,963,855,1802,456.5,546.5,456.1,546.0,60222.0,1148,60222.0,2,60,1160.9,819,2295,1088,244.8,4,6,0.0,6,0,1
43043,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,6692.4,3205.0,2788,2788,15398,456.5,546.5,456.5,546.2,348007.0,5757,348007.0,3,60,5912.4,3122,19118,5159,2638.8,4,6,780.0,6,0,1
43044,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1865.2,209.6,1639,1495,2508,456.5,546.5,456.0,546.0,96991.0,1860,96991.0,4,60,1978.5,1562,2712,1933,262.1,4,6,0.0,6,0,1
43045,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1580.4,178.0,1478,1250,1981,485.5,547.5,485.0,547.0,82183.0,1547,82183.0,1,60,1590.4,1240,2294,1573,213.5,4,6,0.0,6,0,1
43046,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1735.5,684.8,926,926,4540,485.5,547.5,484.5,547.0,90248.0,1587,90248.0,2,60,2045.0,905,5247,1670,1068.4,4,6,0.0,6,0,1
43047,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,8898.3,3854.1,4170,4170,21666,485.5,547.5,485.1,546.9,462711.0,7982,462711.0,3,60,6322.4,2514,11048,6189,2145.0,4,6,2575.9,6,0,1
43048,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1671.0,180.2,1544,1296,2205,485.5,547.5,485.0,547.1,86891.0,1682,86891.0,4,60,1694.1,1331,2576,1671,233.3,4,6,0.0,6,0,1
43049,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2092.4,178.9,1831,1707,2670,129.0,555.5,129.0,555.0,108804.0,2078,108804.0,1,60,2127.7,1647,3082,2094,261.3,4,6,0.0,5,0,1
43050,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1197.1,204.7,992,893,1954,129.0,555.5,129.0,555.0,62248.0,1148,62248.0,2,60,1182.2,843,1926,1122,243.7,4,6,14.899999999999864,5,0,1
43051,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,8083.3,2650.4,4693,4693,14951,129.0,555.5,129.0,555.1,420333.0,7476,420333.0,3,60,6819.5,3511,14575,6881,2301.1,4,6,1263.8000000000002,5,0,1
43052,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2790.3,674.6,2656,1983,5426,129.0,555.5,129.2,554.9,145096.0,2656,145096.0,4,60,2633.9,1885,4140,2557,427.1,4,6,156.4000000000001,5,0,1
43053,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1813.4,209.6,1891,1402,2405,448.5,557.0,448.0,557.0,94296.0,1820,94296.0,1,60,1806.7,1429,2615,1813,180.0,4,6,6.7000000000000455,6,0,1
43054,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1129.3,158.7,1187,848,1545,448.5,557.0,448.0,557.0,58724.0,1133,58724.0,2,60,1156.1,815,1747,1139,179.0,4,6,0.0,6,0,1
43055,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,13558.0,7789.9,5028,5028,36479,448.5,557.0,448.3,557.2,705015.0,11116,705015.0,3,60,6923.2,3490,14115,6614,2333.0,4,6,6634.8,6,0,1
43056,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2310.6,389.2,2758,1675,3228,448.5,557.0,448.0,557.0,120151.0,2248,120151.0,4,60,2156.7,1466,2963,2132,328.1,4,6,153.9000000000001,6,0,1
43057,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1863.9,235.8,2270,1487,2456,362.8,571.2,362.0,571.0,96925.0,1807,96925.0,1,60,1905.5,1423,2704,1891,220.8,4,6,0.0,6,0,1
43058,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1193.6,170.1,1157,926,1870,362.8,571.2,362.1,570.9,62069.0,1193,62069.0,2,60,1206.7,904,1752,1183,177.1,4,6,0.0,6,0,1
43059,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,7521.2,2320.1,4365,4365,14121,362.8,571.2,362.1,571.0,391100.0,7171,391100.0,3,60,6331.2,4016,10432,6089,1358.4,4,6,1190.0,6,0,1
43060,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2244.7,230.0,1823,1823,2772,362.8,571.2,361.9,571.0,116726.0,2252,116726.0,4,60,2350.7,1854,3287,2283,326.2,4,6,0.0,6,0,1
43061,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1792.8,241.9,1674,1346,2500,273.0,572.0,273.0,572.0,93227.0,1778,93227.0,1,60,1774.8,1388,2324,1800,207.9,4,6,18.0,6,0,1
43062,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1237.9,199.7,843,843,1795,273.0,572.0,272.9,572.1,64369.0,1226,64369.0,2,60,1355.6,866,2237,1305,324.5,4,6,0.0,6,0,1
43063,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,14589.7,9298.2,4724,4724,42094,273.0,572.0,272.8,571.8,758665.0,11258,758665.0,3,60,8506.3,4790,15107,8440,2340.8,4,6,6083.4000000000015,6,0,1
43064,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2325.2,316.8,1724,1724,3172,273.0,572.0,273.0,572.0,120912.0,2306,120912.0,4,60,2364.9,1842,3434,2283,329.9,4,6,0.0,6,0,1
43065,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1846.8,223.3,1564,1471,2491,298.5,574.0,298.0,574.0,96033.0,1796,96033.0,1,60,1827.1,1456,2527,1815,200.9,4,6,19.700000000000045,6,0,1
43066,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1626.2,677.4,1001,1001,4327,298.5,574.0,298.1,574.0,84562.0,1407,84562.0,2,60,1175.9,863,2106,1157,222.7,4,6,450.3,6,0,1
43067,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,9889.4,4011.7,4731,4731,23017,298.5,574.0,298.1,574.0,514247.0,8597,514247.0,3,60,6364.0,3092,11679,6074,1908.8,4,6,3525.4,6,0,1
43068,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2245.1,346.8,2185,1609,3399,298.5,574.0,297.9,574.0,116747.0,2185,116747.0,4,60,2148.6,1745,2958,2099,275.3,4,6,96.5,6,0,1
43069,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1734.2,191.4,1597,1407,2174,477.3,576.3,477.0,576.0,90178.0,1716,90178.0,1,60,1794.6,1464,2371,1737,206.5,4,6,0.0,6,0,1
43070,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1079.5,199.0,960,740,1947,477.3,576.3,477.1,575.9,56136.0,1061,56136.0,2,60,1101.9,788,1560,1083,168.4,4,6,0.0,6,0,1
43071,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,16577.4,11189.2,5463,5463,48709,477.3,576.3,477.1,576.2,862027.0,11990,862027.0,3,60,7061.9,3447,12109,6559,2010.6,4,6,9515.500000000002,6,0,1
43072,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1969.3,354.4,1697,1460,3072,477.3,576.3,476.9,576.0,102403.0,1873,102403.0,4,60,1890.2,1409,2505,1884,253.3,4,6,79.09999999999991,6,0,1
43073,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1916.4,232.7,1761,1574,2570,309.0,576.5,309.0,575.9,99651.0,1844,99651.0,1,60,1887.8,1551,2592,1834,241.5,4,6,28.600000000000136,6,0,1
43074,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1115.8,167.7,1008,777,1657,309.0,576.5,309.0,576.0,58023.0,1095,58023.0,2,60,1239.0,808,2475,1178,281.2,4,6,0.0,6,0,1
43075,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,7966.3,3431.4,3238,3238,19829,309.0,576.5,309.3,576.1,414248.0,7051,414248.0,3,60,6502.9,3116,12710,6206,1846.8,4,6,1463.4000000000003,6,0,1
43076,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2311.4,291.7,1736,1736,2996,309.0,576.5,309.0,576.0,120193.0,2345,120193.0,4,60,2252.8,1676,3121,2207,342.8,4,6,58.59999999999991,6,0,1
43077,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1479.4,179.0,1324,1130,1962,589.4,582.6,588.9,582.0,76930.0,1448,76930.0,1,60,1510.2,1103,2003,1522,183.6,4,6,0.0,4,0,1
43078,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1124.7,201.9,910,871,1738,589.4,582.6,588.9,581.8,58482.0,1070,58482.0,2,60,1073.4,751,1850,995,222.9,4,6,51.29999999999996,4,0,1
43079,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,11207.8,7431.2,2603,2603,32438,589.4,582.6,589.3,582.2,582803.0,9102,582803.0,3,60,4204.1,2451,7549,4291,1087.2,4,6,7003.699999999999,4,0,1
43080,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1672.8,231.8,1572,1177,2516,589.4,582.6,588.9,582.0,86987.0,1639,86987.0,4,60,1634.3,1287,2355,1606,228.7,4,6,38.5,4,0,1
43081,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2183.3,258.6,2374,1714,3022,371.0,592.7,371.0,592.0,113534.0,2139,113534.0,1,60,2217.6,1698,3194,2231,260.0,4,6,0.0,6,0,1
43082,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1356.4,236.4,1333,964,1944,371.0,592.7,371.0,592.2,70533.0,1333,70533.0,2,60,1312.8,960,1940,1264,200.3,4,6,43.600000000000136,6,0,1
43083,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,10531.1,6071.9,4775,4775,28444,371.0,592.7,371.1,592.4,547618.0,8349,547618.0,3,60,6467.9,4134,10744,6020,1376.4,4,6,4063.2000000000007,6,0,1
43084,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2593.1,289.9,2025,1925,3132,371.0,592.7,371.0,592.0,134839.0,2604,134839.0,4,60,2522.4,1871,3164,2522,318.3,4,6,70.69999999999982,6,0,1
43085,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1890.9,202.0,1465,1465,2425,480.3,596.9,480.0,596.0,98326.0,1901,98326.0,1,60,1929.0,1513,2605,1886,231.4,4,6,0.0,6,0,1
43086,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1132.6,187.8,1059,830,1734,480.3,596.9,479.9,596.1,58894.0,1109,58894.0,2,60,1117.8,760,1627,1063,184.0,4,6,14.799999999999956,6,0,1
43087,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,13737.0,9353.3,4390,4390,41097,480.3,596.9,480.2,596.4,714324.0,9818,714324.0,3,60,6337.7,3380,12355,6229,1452.9,4,6,7399.3,6,0,1
43088,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2031.5,359.6,1576,1346,3312,480.3,596.9,479.9,596.0,105636.0,1990,105636.0,4,60,1886.5,1424,2528,1893,267.7,4,6,145.0,6,0,1
43089,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1774.6,256.6,1498,1372,2617,256.5,596.5,256.0,595.9,92281.0,1759,92281.0,1,60,1778.0,1311,2260,1780,172.1,4,6,0.0,6,0,1
43090,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1587.1,558.5,1145,962,3435,256.5,596.5,255.5,596.0,82527.0,1374,82527.0,2,60,2214.0,992,5752,1901,1169.0,4,6,0.0,6,0,1
43091,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,11470.4,5832.0,4612,4612,28755,256.5,596.5,256.2,595.7,596459.0,9807,596459.0,3,60,6910.2,4038,10858,6772,1911.5,4,6,4560.2,6,0,1
43092,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2472.9,612.8,1715,1715,5368,256.5,596.5,256.0,596.0,128592.0,2380,128592.0,4,60,2260.6,1617,3081,2202,322.0,4,6,212.30000000000015,6,0,1
43093,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1404.7,160.9,1289,1087,1809,588.7,606.7,588.0,606.0,73045.0,1409,73045.0,1,60,1430.6,1145,2079,1392,172.4,4,6,0.0,4,0,1
43094,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1603.7,462.9,1119,1058,3018,588.7,606.7,587.6,605.8,83391.0,1500,83391.0,2,60,1594.5,831,3424,1428,576.9,4,6,9.200000000000044,4,0,1
43095,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,12597.7,7260.6,5317,5317,34154,588.7,606.7,588.3,606.1,655081.0,9766,655081.0,3,60,6750.2,3767,12842,6572,1816.2,4,6,5847.500000000001,4,0,1
43096,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1738.0,349.8,1443,1131,3080,588.7,606.7,588.1,606.1,90374.0,1682,90374.0,4,60,1638.9,1331,2181,1628,192.3,4,6,99.09999999999992,4,0,1
43097,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,7194.9,683.5,6063,6063,9282,85.2,612.8,85.0,612.0,374134.0,7115,374134.0,1,60,7214.3,5238,9579,7143,915.9,4,6,0.0,5,5,0
43098,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1567.7,493.3,947,947,3162,85.2,612.8,85.3,612.0,81520.0,1546,81520.0,2,60,1148.2,857,1529,1137,161.2,4,6,419.5,5,5,0
43099,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,8968.7,4442.1,3191,3191,18232,85.2,612.8,85.4,612.0,466371.0,8574,466371.0,3,60,4486.1,2607,11784,3984,1934.0,4,6,4482.6,5,5,0
43100,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2886.0,329.1,2941,2343,3701,85.2,612.8,85.0,612.0,150074.0,2929,150074.0,4,60,2840.3,2117,3909,2808,443.7,4,6,45.69999999999982,5,5,0
43101,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1838.8,191.6,1709,1480,2285,286.8,614.5,286.0,614.0,95617.0,1810,95617.0,1,60,1821.3,1458,2312,1815,172.9,4,6,17.5,6,0,1
43102,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1720.3,687.2,953,953,3779,286.8,614.5,286.1,614.5,89456.0,1513,89456.0,2,60,1305.8,875,2826,1178,417.0,4,6,414.5,6,0,1
43103,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,13257.9,9479.5,4506,4506,41906,286.8,614.5,286.4,614.5,689409.0,8568,689409.0,3,60,5859.9,2788,10472,5479,1856.6,4,6,7398.0,6,0,1
43104,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2429.8,348.9,2527,1784,3208,286.8,614.5,286.1,614.2,126347.0,2489,126347.0,4,60,2415.5,1756,3590,2365,458.4,4,6,14.300000000000182,6,0,1
43105,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5937.2,826.8,4299,4299,8649,421.0,619.0,421.1,619.0,308735.0,5794,308735.0,1,60,6016.4,4106,8374,5957,851.4,4,6,0.0,6,6,0
43106,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1283.7,397.9,840,840,2725,421.0,619.0,421.3,619.0,66753.0,1210,66753.0,2,60,1425.5,894,3109,1306,428.9,4,6,0.0,6,6,0
43107,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,5795.0,3042.9,2706,2706,17779,421.0,619.0,421.0,619.0,301339.0,4654,301339.0,3,60,4212.5,2886,7507,4161,1048.0,4,6,1582.5,6,6,0
43108,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2394.2,329.4,2443,1728,3087,421.0,619.0,421.1,619.0,124500.0,2443,124500.0,4,60,2505.0,1899,4859,2437,491.7,4,6,0.0,6,6,0
43109,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1442.9,155.3,1258,1126,1804,559.3,619.9,559.0,619.0,75032.0,1436,75032.0,1,60,1476.2,1118,2001,1453,187.2,4,6,0.0,4,0,1
43110,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1056.3,233.7,876,725,1827,559.3,619.9,558.8,618.9,54927.0,989,54927.0,2,60,1199.7,778,2284,1068,376.9,4,6,0.0,4,0,1
43111,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,12278.8,9349.9,3945,3945,43249,559.3,619.9,558.9,619.5,638498.0,8718,638498.0,3,60,6388.1,3080,13823,6064,2130.4,4,6,5890.699999999999,4,0,1
43112,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1643.2,246.0,1784,1272,2372,559.3,619.9,559.0,619.1,85448.0,1621,85448.0,4,60,1550.2,1183,1973,1521,164.7,4,6,93.0,4,0,1
43113,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1668.2,187.6,1588,1295,2091,240.5,622.0,240.0,622.0,86744.0,1688,86744.0,1,60,1712.4,1382,2231,1719,192.6,4,6,0.0,6,0,1
43114,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1070.5,163.3,861,837,1547,240.5,622.0,240.0,622.0,55668.0,1050,55668.0,2,60,1347.9,880,3296,1176,471.9,4,6,0.0,6,0,1
43115,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,12207.3,6919.5,4210,4210,31220,240.5,622.0,240.1,621.9,634780.0,9612,634780.0,3,60,6728.8,3879,12845,6109,2175.0,4,6,5478.499999999999,6,0,1
43116,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2471.8,529.2,1745,1745,3807,240.5,622.0,240.2,622.0,128534.0,2330,128534.0,4,60,2301.0,1629,3310,2275,353.0,4,6,170.80000000000018,6,0,1
43117,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1861.8,234.8,1660,1459,2769,296.2,633.5,296.0,633.1,96811.0,1847,96811.0,1,60,1896.9,1605,2240,1904,174.9,4,6,0.0,6,0,1
43118,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,1288.0,277.2,1096,953,2174,296.2,633.5,295.9,632.7,66978.0,1205,66978.0,2,60,1310.7,948,2546,1235,302.5,4,6,0.0,6,0,1
43119,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,11740.6,6262.4,5497,5497,34911,296.2,633.5,296.1,633.0,610511.0,9925,610511.0,3,60,7203.8,4367,11685,7109,1720.1,4,6,4536.8,6,0,1
43120,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,2562.2,412.8,2396,1860,4381,296.2,633.5,296.0,633.1,133232.0,2532,133232.0,4,60,2437.8,1881,3200,2407,330.5,4,6,124.39999999999964,6,0,1
43121,052121_Hela_CBS_GL2_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,52,6168.0,642.2,4677,4677,7408,342.0,633.5,342.0,632.9,320737.0,6302,320737.0,1,60,6579.6,5433,8205,6544,682.7,4,6,0.0,6,6,0
