 ,Label,Area,Mean,X,Y
388,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,44891.2,230.0,700.0
389,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,39320.5,565.0,699.5
390,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,46857.0,245.0,701.0
391,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,35061.0,316.5,703.0
392,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,47184.5,125.5,704.0
393,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,7,41567.6,257.8,704.5
394,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,49642.2,43.0,705.0
395,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,36207.5,483.0,706.0
396,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,40631.0,319.5,707.5
397,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,37354.0,388.5,707.5
398,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,8,39976.0,250.6,709.4
399,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,42269.5,73.5,713.8
400,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,42378.7,228.5,716.0
401,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,7,42690.7,320.5,716.2
402,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,34733.0,304.8,717.8
403,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,42597.4,471.3,718.9
404,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,36044.0,215.5,719.5
405,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,35716.0,341.0,719.5
406,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,38993.0,236.0,721.5
407,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,37354.0,408.5,724.5
408,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,38010.0,194.5,726.5
409,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,43514.8,479.1,728.3
410,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,42270.0,277.0,729.5
411,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,41614.5,340.5,734.0
412,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,39757.3,309.2,734.8
413,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,41286.5,59.5,741.0
414,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34733.0,309.5,741.5
415,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,42815.7,435.3,743.7
416,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,36699.0,175.5,743.5
417,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,42269.5,332.0,744.0
418,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34733.0,314.5,745.5
419,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,38796.4,269.7,747.5
420,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,34951.7,378.8,746.8
421,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34733.0,620.5,747.5
422,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,7,46061.3,281.5,749.2
423,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,46922.2,24.1,750.7
424,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34733.0,415.5,751.5
425,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34733.0,201.5,753.5
426,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,34733.0,405.5,758.0
427,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,36371.5,487.5,759.0
428,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,36535.2,443.2,764.2
429,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,35388.0,529.5,769.5
430,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,8,39729.9,36.1,772.2
431,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,36371.5,469.5,774.0
432,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,48495.5,314.0,775.0
433,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,43253.0,101.5,779.5
434,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34078.0,101.5,781.5
435,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,8,39894.0,329.6,785.6
436,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,44126.2,353.5,796.0
437,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,39976.2,249.5,798.8
438,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,38883.7,176.8,799.8
439,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34733.0,358.5,806.5
440,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,39320.8,163.5,808.2
441,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,35388.0,230.5,809.5
442,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,37354.5,364.0,812.0
443,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,39451.6,349.5,815.7
444,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,36044.0,378.5,818.5
445,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,46365.5,135.0,822.0
446,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,38993.0,5.5,830.0
447,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,36917.7,389.8,830.8
448,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,34514.3,536.8,834.2
449,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,35716.0,271.0,836.5
450,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,40139.5,532.0,843.5
451,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,5,37092.4,392.3,846.1
452,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,37354.5,311.0,855.0
453,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,35388.3,344.2,854.8
454,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,8,42597.2,399.6,861.4
455,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,39102.3,264.8,865.2
456,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,37027.0,490.5,868.0
457,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,36043.7,308.8,871.2
458,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34078.0,395.5,871.5
459,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,36043.5,258.0,872.5
460,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,44563.0,342.0,873.5
461,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,38665.3,500.5,875.5
462,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,35716.0,60.0,876.5
463,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,37027.0,249.0,876.5
464,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,38010.0,449.5,876.5
465,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,43034.0,350.3,878.3
466,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,36043.5,325.0,879.5
467,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,8,41286.8,342.5,881.0
468,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,9,42087.4,403.6,887.8
469,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,6,37572.8,87.3,889.7
470,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,39484.5,275.5,890.2
471,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,7,39133.1,79.5,892.2
472,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34078.0,231.5,891.5
473,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,4,39648.2,292.0,896.0
474,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,42597.0,63.5,899.5
475,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,33422.0,84.5,902.5
476,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,34733.0,313.5,903.5
477,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,36044.0,451.5,903.5
478,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,2,43580.5,88.0,909.5
479,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,41287.0,289.5,909.5
480,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,1,33422.0,520.5,916.5
481,MAX_052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c561_Probabilities.h5,3,35607.0,250.2,918.8
