Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID12402,12402,43,669.938,21,260,6,10,10,3.5,1,-10921639,1409.094,1393,706,2962,480501,265.654,13.3,0.087,0.852
ID12717,12717,43,379.719,18,261,6,11,11,3.5,1,-10921639,1331.795,1298,866,2572,454142,219.494,11.818,0.061,0.697
ID12882,12882,43,636.187,18,261,6,12,12,3.5,1,-10921639,1391.428,1366,742,2391,474477,247.772,13.3,0.085,0.876
ID13046,13046,43,608.453,17,260,6,13,13,3.5,1,-10921639,1377.223,1356,713,2407,469633,240.062,11.807,0.085,0.898
ID13208,13208,43,542.819,17,261,6,14,14,3.5,1,-10921639,1330.182,1302,812,2821,453592,256.799,11.792,0.067,0.65
ID13363,13363,43,641.443,18,261,6,15,15,3.5,1,-10921639,1391.334,1381,895,2476,474445,235.142,11.814,0.087,0.948
ID13517,13517,43,659.409,18,261,6,16,16,3.5,1,-10921639,1372.762,1348,740,2740,468112,260.984,13.3,0.08,0.781
ID13683,13683,43,579.534,17,260,6,17,17,3.5,1,-10921639,1360.46,1340,778,2391,463917,225.375,11.94,0.082,0.911
ID13834,13834,43,498.331,17,261,6,18,18,3.5,1,-10921639,1335.065,1336,718,2839,455257,230.016,11.452,0.074,0.803
ID13991,13991,43,542.134,17,261,6,19,19,3.5,1,-10921639,1333.331,1295,829,2569,454666,242.961,13.3,0.072,0.741
ID14310,14310,43,604.084,17,260,6,20,20,3.5,1,-10921639,1358.692,1335,768,2813,463314,244.5,11.898,0.074,0.77
ID14151,14151,43,639.249,17,260,6,21,21,3.5,1,-10921639,1370.003,1344,856,2658,467171,259.318,11.771,0.082,0.797
ID14458,14458,43,635.374,17,261,6,22,22,3.5,1,-10921639,1349.883,1327,752,2512,460310,246.14,11.698,0.08,0.809
ID14620,14620,43,670.227,17,260,6,23,23,3.5,1,-10921639,1383.786,1360,799,2922,471871,259.955,10.419,0.087,0.849
ID14935,14935,43,533.603,17,260,6,24,24,3.5,1,-10921639,1364.516,1351,628,2534,465300,235.313,11.61,0.079,0.853
ID15104,15104,43,665.474,17,260,6,25,25,3.5,1,-10921639,1370.408,1341,732,2967,467309,273.556,11.775,0.086,0.795
ID14777,14777,43,595.492,17,260,6,26,26,3.5,1,-10921639,1371.862,1347,815,2867,467805,275.304,13.3,0.081,0.743
ID15259,15259,43,533.995,16,260,6,27,27,3.5,1,-10921639,1365.041,1355,698,2736,465479,257.035,13.3,0.079,0.781
ID15582,15582,43,509.185,17,260,6,28,28,3.5,1,-10921639,1363.378,1345,772,2802,464912,245.503,12.002,0.077,0.792
ID15419,15419,43,731.191,17,260,6,29,29,3.5,1,-10921639,1380.041,1363,811,3406,470594,276.684,13.3,0.085,0.785
ID15743,15743,43,490.731,17,260,6,30,30,3.5,1,-10921639,1349.924,1353,718,2729,460324,234.101,13.3,0.077,0.821
ID15914,15914,43,626.977,17,260,6,31,31,3.5,1,-10921639,1377.754,1341,823,2597,469814,256.393,10.661,0.082,0.812
ID16072,16072,43,708.06,17,260,6,32,32,3.5,1,-10921639,1365.889,1345,659,2752,465768,263.819,13.3,0.082,0.78
ID10849,10849,47,248.158,92.601,116.389,3.258,0,0,3.5,1,-10921639,1344.431,1333,981,2200,458451,169.18,13.3,0.023,0.356
ID11361,11361,47,260.389,90.194,119.842,3.009,1,1,3.5,1,-10921639,1343.267,1334,931,2484,458054,177.086,12.549,0.02,0.301
ID11194,11194,47,314.163,88.664,120.828,2.733,2,2,3.5,1,-10921639,1351.062,1337,959,2288,460712,182.334,13.3,0.02,0.292
ID11028,11028,47,262.786,90.562,119.059,2.798,3,3,3.5,1,-10921639,1351.317,1343,952,2192,460799,170.883,13.3,0.023,0.357
ID11527,11527,47,250.799,91.492,119.211,3.319,4,4,3.5,1,-10921639,1347.34,1330,957,2077,459443,166.595,12.753,0.024,0.384
ID12035,12035,47,245.95,90.56,120.745,3.504,5,5,3.5,1,-10921639,1349.918,1333,909,2128,460322,176.491,13.3,0.031,0.464
ID11869,11869,47,270.019,92.476,119.97,4.516,6,6,3.5,1,-10921639,1351.924,1335,935,2557,461006,183.063,13.3,0.049,0.694
ID11693,11693,47,216.815,90.441,120.922,3.358,7,7,3.5,1,-10921639,1339.537,1338,947,1947,456782,165.81,12.558,0.018,0.289
ID12166,12166,47,366.182,89.113,123.2,2.595,8,8,3.5,1,-10921639,1347.249,1321,975,2849,459412,196.493,13.3,0.023,0.308
ID12480,12480,47,342.514,90.749,122.858,0.64,9,9,3.5,1,-10921639,1347.595,1329,876,2666,459530,203.432,13.3,0.052,0.656
ID12276,12276,47,423.401,91,123,0,10,10,3.5,1,-10921639,1319.109,1306,835,2406,449816,227.231,11.789,0.071,0.769
ID12595,12595,47,438.915,92,124,0,11,11,3.5,1,-10921639,1317.258,1294,766,2485,449185,234.604,11.302,0.069,0.73
ID12922,12922,47,437.555,89,121,0,13,13,3.5,1,-10921639,1318.296,1289,819,2605,449539,240.901,11.938,0.073,0.749
ID13084,13084,47,363.032,91,124,0,14,14,3.5,1,-10921639,1337.39,1338,709,2108,456050,199.787,11.846,0.078,0.964
ID13243,13243,47,358.716,90,124,0,15,15,3.5,1,-10921639,1319.428,1317,787,2089,449925,209.269,11.746,0.074,0.87
ID13394,13394,47,384.594,90,126,0,16,16,3.5,1,-10921639,1344.997,1329,739,2397,458644,225.443,11.734,0.081,0.893
ID13597,13597,47,404.321,90.367,123.906,0.893,17,17,3.5,1,-10921639,1380.07,1346,898,2534,470604,217.217,13.3,0.055,0.666
ID13715,13715,47,541.077,91,126,0,18,18,3.5,1,-10921639,1351.37,1345,857,2587,460817,235.216,11.796,0.078,0.832
ID13861,13861,47,407.889,93,125,0,19,19,3.5,1,-10921639,1334.499,1303,835,2357,455064,230.95,11.503,0.076,0.82
ID14184,14184,47,609.72,93,126,0,20,20,3.5,1,-10921639,1380.572,1324,824,2939,470775,263.525,11.853,0.088,0.85
ID14019,14019,47,543.665,92,126,0,21,21,3.5,1,-10921639,1332.742,1325,748,2807,454465,254.985,10.695,0.075,0.73
ID14338,14338,47,440.504,93,126,0,22,22,3.5,1,-10921639,1324.29,1313,782,2375,451583,222.331,11.826,0.072,0.804
ID14486,14486,47,439.677,93,126,0,23,23,3.5,1,-10921639,1308.856,1292,814,2209,446320,212.834,11.76,0.067,0.774
ID14809,14809,47,418.998,92,128,0,24,24,3.5,1,-10921639,1328.534,1312,845,2669,453030,219.12,10.604,0.076,0.851
ID14970,14970,47,540.911,93,128,0,25,25,3.5,1,-10921639,1336.299,1332,811,2302,455678,228.463,13.3,0.075,0.815
ID14651,14651,47,690.841,93,127,0,26,26,3.5,1,-10921639,1385.056,1329,800,2923,472304,292.059,10.511,0.09,0.786
ID15134,15134,47,470.009,95,126,0,27,27,3.5,1,-10921639,1341.155,1307,899,2311,457334,224.497,11.772,0.076,0.845
ID15501,15501,47,275.939,95,128,1,28,28,3.5,1,-10921639,1331.733,1306,944,2094,454121,184.661,13.3,0.047,0.643
ID15288,15288,47,287.591,95,127,0,29,29,3.5,1,-10921639,1323.018,1318,803,2441,451149,206.611,11.775,0.073,0.872
ID15614,15614,47,382.63,93,129,0,30,30,3.5,1,-10921639,1304.161,1298,823,2236,444719,220.734,13.3,0.072,0.791
ID15778,15778,47,398.999,94,129,0,31,31,3.5,1,-10921639,1333.49,1316,685,2311,454720,214.331,13.3,0.078,0.896
ID15949,15949,47,385.31,96,126,0,32,32,3.5,1,-10921639,1298.765,1280,777,2185,442879,206.963,11.793,0.066,0.782
ID10850,10850,48,299.737,158.083,210.417,3.422,0,0,3.5,1,-10921639,1467.95,1465,986,2542,500571,191.153,10.662,0.024,0.362
ID11365,11365,48,499.836,154.967,211.472,3.165,1,1,3.5,1,-10921639,1470.592,1441,1014,3225,501472,239.155,12.716,0.019,0.235
ID11197,11197,48,563.763,155.027,212.568,2.484,2,2,3.5,1,-10921639,1502.331,1461,1045,3193,512295,278.813,13.3,0.035,0.361
ID11019,11019,48,483.617,153.913,214.769,0.7,3,3,3.5,1,-10921639,1510.938,1481,1062,3703,515230,260.888,13.3,0.061,0.67
ID11490,11490,48,778.65,154,215,0,4,4,3.5,1,-10921639,1508.106,1446,806,3517,514264,352.174,11.846,0.093,0.731
ID12022,12022,48,280.144,149.335,218.222,2.868,5,5,3.5,1,-10921639,1439.208,1427,1023,2652,490770,195.012,12.576,0.017,0.243
ID11856,11856,48,444.877,149.793,218.861,2.731,6,6,3.5,1,-10921639,1466.874,1437,919,2960,500204,214.625,13.3,0.028,0.369
ID11655,11655,48,652.895,153,220,0,7,7,3.5,1,-10921639,1448.39,1396,927,3084,493901,304.77,4.852,0.081,0.715
ID12131,12131,48,563.305,159,219,0,8,8,3.5,1,-10921639,1404.038,1380,883,2935,478777,263.525,11.866,0.073,0.726
ID12451,12451,48,623.21,158,219,0,9,9,3.5,1,-10921639,1420.61,1388,823,2892,484428,252.617,11.333,0.079,0.819
ID12297,12297,48,632.049,158,219,0,10,10,3.5,1,-10921639,1423.076,1390,899,2841,485269,251.437,11.224,0.084,0.877
ID12612,12612,48,517.276,156,217,0,11,11,3.5,1,-10921639,1390.085,1373,905,3490,474019,255.627,10.431,0.07,0.707
ID12772,12772,48,687.016,157,216,0,12,12,3.5,1,-10921639,1409.563,1366,748,2738,480661,276.571,11.657,0.074,0.705
ID12937,12937,48,735.552,156,215,0,13,13,3.5,1,-10921639,1440.164,1409,671,3068,491096,292.986,11.664,0.084,0.763
ID13202,13202,48,510.793,152,226,6,14,14,3.5,1,-10921639,1407.208,1375,804,2904,479858,262.873,10.631,0.078,0.77
ID13356,13356,48,472.987,153,228,6,15,15,3.5,1,-10921639,1383.836,1360,831,2429,471888,248.604,13.3,0.075,0.774
ID13483,13483,48,341.105,155.813,224.742,5.078,16,16,3.5,1,-10921639,1420.806,1379,1031,2344,484495,217.528,13.3,0.052,0.641
ID13621,13621,48,368.639,157.959,223.512,2.951,17,17,3.5,1,-10921639,1423.132,1407,971,2360,485288,198.088,12.526,0.027,0.376
ID13731,13731,48,526.458,156,224,0,18,18,3.5,1,-10921639,1394.93,1355,798,3021,475671,280.932,11.851,0.078,0.72
ID13880,13880,48,526.744,153,224,0,19,19,3.5,1,-10921639,1406.771,1382,846,2843,479709,250.264,13.3,0.08,0.835
ID14245,14245,48,412.349,152.674,223.116,2.58,20,20,3.5,1,-10921639,1423.408,1404,994,2873,485382,213.452,12.57,0.023,0.302
ID14072,14072,48,368.733,154.928,229.999,2.373,21,21,3.5,1,-10921639,1401.707,1387,967,2653,477982,213.88,11.895,0.031,0.395
ID14390,14390,48,400.404,157.679,230.338,1.645,22,22,3.5,1,-10921639,1398.173,1367,888,2707,476777,209.573,11.9,0.034,0.442
ID14553,14553,48,307.462,158.86,230.967,3.379,23,23,3.5,1,-10921639,1392.953,1371,868,2182,474997,189.814,12.649,0.023,0.325
ID14881,14881,48,318.76,155.936,234.811,3.525,24,24,3.5,1,-10921639,1412.487,1393,991,2446,481658,191.167,13.3,0.036,0.514
ID15029,15029,48,329.862,160.589,241.87,2.383,25,25,3.5,1,-10921639,1401.61,1380,1021,2663,477949,205.008,10.481,0.029,0.391
ID14699,14699,48,248.407,157.604,240.582,1.978,26,26,3.5,1,-10921639,1393.733,1369,1011,2424,475263,181.067,11.476,0.03,0.452
ID15156,15156,48,362.359,155,242,0,27,27,3.5,1,-10921639,1357.56,1333,721,2148,462928,219.934,10.692,0.067,0.779
ID15532,15532,48,297.941,152.533,232.968,3.768,28,28,3.5,1,-10921639,1402.12,1375,1036,2814,478123,197.871,11.371,0.029,0.401
ID15358,15358,48,239.375,153.652,238.113,3.199,29,29,3.5,1,-10921639,1390.413,1380,1030,2624,474131,189.051,12.6,0.018,0.265
ID15697,15697,48,358.461,159.853,242.849,3.793,30,30,3.5,1,-10921639,1406.422,1390,1015,2665,479590,207.923,13.3,0.033,0.427
ID15848,15848,48,343.059,156.743,242.018,3.128,31,31,3.5,1,-10921639,1411.862,1402,955,2557,481445,192.316,13.3,0.027,0.383
ID16014,16014,48,277.994,159.693,241.901,2.708,32,32,3.5,1,-10921639,1382.636,1370,885,2428,471479,188.579,13.3,0.02,0.288
ID10853,10853,51,401.169,159.662,251.688,2.48,0,0,3.5,1,-10921639,1434.067,1402,1057,3133,489017,225.615,13.3,0.035,0.433
ID11336,11336,51,781.403,163,260,0,1,1,3.5,1,-10921639,1420.026,1390,662,3162,484229,293.94,13.3,0.087,0.776
ID11168,11168,51,718.283,165,259,0,2,2,3.5,1,-10921639,1389.39,1340,730,3530,473782,337.446,11.914,0.077,0.591
ID11052,11052,51,463.243,163.171,263.957,4.179,3,3,3.5,1,-10921639,1427.378,1394,1050,2811,486736,223.208,13.3,0.042,0.515
ID11603,11603,51,557.123,163,263,6,4,4,3.5,1,-10921639,1372.152,1348,880,3045,467904,261.124,11.751,0.072,0.708
ID12084,12084,51,475.297,163,263,6,5,5,3.5,1,-10921639,1391.158,1379,834,2580,474385,235.981,11.874,0.083,0.903
ID11875,11875,51,449.48,163.12,262.39,5.095,6,6,3.5,1,-10921639,1430.765,1408,1026,2874,487891,224.441,13.3,0.062,0.749
ID11766,11766,51,516.007,160,258,6,7,7,3.5,1,-10921639,1398.804,1382,743,2405,476992,240.757,13.3,0.082,0.884
ID12190,12190,51,468.732,161.915,258.345,5.067,8,8,3.5,1,-10921639,1436.836,1397,1002,2903,489961,232.195,13.3,0.058,0.679
ID12501,12501,51,319.4,163.762,262.683,2.815,9,9,3.5,1,-10921639,1401.478,1386,990,2498,477904,179.689,13.3,0.027,0.414
ID12302,12302,51,610.215,163,268,0,10,10,3.5,1,-10921639,1366.642,1343,708,2700,466025,239.744,11.704,0.078,0.824
ID12618,12618,51,627.756,161,267,0,11,11,3.5,1,-10921639,1366.871,1351,651,2439,466103,250.552,13.3,0.074,0.751
ID12800,12800,51,352.407,158.944,274.197,2.062,12,12,3.5,1,-10921639,1402.481,1387,931,2497,478246,190.154,13.3,0.04,0.573
ID12945,12945,51,540.395,162,272,0,13,13,3.5,1,-10921639,1374.308,1343,737,2595,468639,252.86,10.859,0.081,0.816
ID13124,13124,51,491.39,160.921,267.845,0.672,14,14,3.5,1,-10921639,1422.768,1398,996,2440,485164,215.82,13.3,0.062,0.772
ID13310,13310,51,426.036,163.494,266.86,2.707,15,15,3.5,1,-10921639,1414.991,1391,1020,2743,482512,205.627,12.547,0.029,0.385
ID13460,13460,51,245.825,162.725,263.838,3.031,16,16,3.5,1,-10921639,1403,1381,978,2434,478423,185.129,12.934,0.027,0.397
ID13574,13574,51,640.192,159,266,0,17,17,3.5,1,-10921639,1359.654,1334,819,3389,463642,268.628,10.483,0.073,0.687
ID13738,13738,51,553.477,161,266,0,18,18,3.5,1,-10921639,1372.677,1344,821,2940,468083,242.906,10.392,0.08,0.836
ID13938,13938,51,375.613,163.621,267.899,2.989,19,19,3.5,1,-10921639,1392.806,1361,988,2521,474947,200.814,13.3,0.027,0.358
ID14232,14232,51,394.518,165,272,1,20,20,3.5,1,-10921639,1401.375,1363,940,2732,477869,229.032,13.3,0.064,0.734
ID14090,14090,51,369.559,161.517,272.542,2.592,21,21,3.5,1,-10921639,1379.431,1358,904,3198,470386,218.167,12.548,0.023,0.289
ID14407,14407,51,391.93,158.934,277.344,2.942,22,22,3.5,1,-10921639,1368.745,1331,988,2782,466742,209.959,12.75,0.022,0.282
ID14518,14518,51,686.714,157,275,0,23,23,3.5,1,-10921639,1355.484,1334,766,3618,462220,259.967,9.98,0.073,0.71
ID14876,14876,51,415.061,156.886,275.839,2.714,24,24,3.5,1,-10921639,1382.569,1350,922,2485,471456,213.262,13.3,0.025,0.318
ID14997,14997,51,715.709,151,274,0,25,25,3.5,1,-10921639,1398.751,1358,841,3226,476974,277.211,11.967,0.085,0.793
ID14701,14701,51,323.378,150.224,267.82,2.13,26,26,3.5,1,-10921639,1426.537,1402,958,2535,486449,215.253,13.3,0.031,0.402
ID15184,15184,51,467.366,150.984,270.987,0.57,27,27,3.5,1,-10921639,1427.575,1392,973,2957,486803,240.591,13.3,0.058,0.654
ID15511,15511,51,344.22,152.22,267.485,2.098,28,28,3.5,1,-10921639,1421.284,1408,1010,2337,484658,185.692,12.378,0.032,0.482
ID15341,15341,51,370.487,153.835,272,0.849,29,29,3.5,1,-10921639,1419.103,1404,965,2684,483914,221.36,13.3,0.056,0.676
ID15683,15683,51,425.311,153.221,269.712,2.612,30,30,3.5,1,-10921639,1407.68,1392,954,2470,480019,208.065,13.3,0.021,0.275
ID15863,15863,51,467.02,151.684,270.179,3.919,31,31,3.5,1,-10921639,1427.428,1398,974,3267,486753,241.637,11.997,0.038,0.428
ID10854,10854,52,279.756,260.65,261.889,3.079,0,0,3.5,1,-10921639,1267.85,1242,881,2509,432337,178.215,12.83,0.024,0.329
ID11381,11381,52,357.247,257.374,263.19,4.246,1,1,3.5,1,-10921639,1290.194,1271,883,2850,439956,219.227,13.3,0.039,0.442
ID11215,11215,52,465.553,256.218,261.003,3.571,2,2,3.5,1,-10921639,1304.147,1264,986,2824,444714,227.304,11.615,0.039,0.435
ID11058,11058,52,328.738,257.72,263.565,4.868,3,3,3.5,1,-10921639,1275.372,1252,888,2458,434902,202.336,13.3,0.057,0.682
ID11545,11545,52,360.778,258.236,263.756,3.924,4,4,3.5,1,-10921639,1269.692,1243,869,2892,432965,203.492,13.3,0.035,0.421
ID12040,12040,52,444.499,257.997,264.007,4.263,5,5,3.5,1,-10921639,1279.24,1254,839,2842,436221,216.392,13.3,0.04,0.45
ID11871,11871,52,262.825,257.775,264.132,4.263,6,6,3.5,1,-10921639,1255.584,1235,835,2354,428154,178.445,13.3,0.029,0.398
ID11715,11715,52,374.795,257.9,264.112,3.912,7,7,3.5,1,-10921639,1275.067,1247,931,2628,434798,203.864,11.913,0.034,0.415
ID12183,12183,52,304.679,258.281,264.152,3.663,8,8,3.5,1,-10921639,1270.933,1246,937,2528,433388,193.762,11.205,0.034,0.436
ID12513,12513,52,346.203,257.337,264.023,3.755,9,9,3.5,1,-10921639,1269.103,1244,879,2690,432764,190.266,10.658,0.034,0.435
ID12351,12351,52,299.767,255.929,263.576,3.74,10,10,3.5,1,-10921639,1255.425,1235,822,2207,428100,178.4,13.3,0.034,0.459
ID12673,12673,52,346.474,256.96,263.896,4.831,11,11,3.5,1,-10921639,1268.425,1251,965,2710,432533,192.473,13.3,0.059,0.73
ID12828,12828,52,343.762,256.524,263.649,4.33,12,12,3.5,1,-10921639,1272.343,1251,912,2318,433869,190.173,13.3,0.036,0.46
ID13002,13002,52,367.775,256.287,263.959,4.262,13,13,3.5,1,-10921639,1275.499,1246,921,2279,434945,187.149,10.965,0.036,0.475
ID13211,13211,52,397.022,258,264,6,14,14,3.5,1,-10921639,1244.971,1228,681,2161,424535,202.25,10.502,0.078,0.891
ID13365,13365,52,340.08,257,264,6,15,15,3.5,1,-10921639,1236.381,1219,663,2068,421606,202.608,11.836,0.075,0.847
ID13474,13474,52,417.242,256.259,263.881,4.238,16,16,3.5,1,-10921639,1273.138,1245,925,2875,434140,220.762,10.604,0.036,0.396
ID13648,13648,52,277.747,255.981,263.512,5.354,17,17,3.5,1,-10921639,1249.88,1239,899,2242,426209,181.519,13.3,0.05,0.652
ID13837,13837,52,337.328,256,264,6,18,18,3.5,1,-10921639,1245.672,1215,768,2167,424774,198.119,11.527,0.076,0.886
ID13992,13992,52,393.4,257,263,6,19,19,3.5,1,-10921639,1248.493,1216,739,2276,425736,202.689,11.886,0.081,0.927
ID14265,14265,52,370.559,257.259,263.791,4.307,20,20,3.5,1,-10921639,1292.792,1255,944,2101,440842,192.797,13.3,0.043,0.552
ID14104,14104,52,397.026,257.626,263.694,4.333,21,21,3.5,1,-10921639,1282.123,1262,894,2543,437204,195.708,13.3,0.04,0.505
ID14462,14462,52,293.892,256,264,6,22,22,3.5,1,-10921639,1220.047,1215,720,2432,416036,203.602,10.612,0.072,0.806
ID14556,14556,52,334.892,254.47,263.245,3.191,23,23,3.5,1,-10921639,1271.109,1249,935,2039,433448,162.896,12.602,0.026,0.402
ID14875,14875,52,304.164,254.933,263.073,2.787,24,24,3.5,1,-10921639,1262.619,1252,896,2081,430553,171.031,12.891,0.024,0.353
ID15031,15031,52,343.144,253.052,263.077,1.83,25,25,3.5,1,-10921639,1269.798,1246,896,2753,433001,197.39,10.387,0.035,0.434
ID14716,14716,52,233.619,252.892,263.026,2.652,26,26,3.5,1,-10921639,1246.065,1236,922,2093,424908,154.53,12.055,0.018,0.293
ID15161,15161,52,477.915,251,263,0,27,27,3.5,1,-10921639,1244.968,1208,756,2710,424534,232.887,11.793,0.078,0.776
ID15473,15473,52,550.368,250,264,0,28,28,3.5,1,-10921639,1253.507,1233,765,2407,427446,217.146,11.785,0.082,0.879
ID15307,15307,52,572.668,245,266,0,29,29,3.5,1,-10921639,1255.581,1233,632,2404,428153,224.45,10.532,0.082,0.845
ID15637,15637,52,437.333,245,265,0,30,30,3.5,1,-10921639,1223.114,1202,696,2792,417082,207.801,11.577,0.071,0.784
ID15801,15801,52,289.8,248,266,0,31,31,3.5,1,-10921639,1231.56,1206,643,2390,419962,208.656,11.497,0.07,0.773
ID15973,15973,52,498.949,247,264,0,32,32,3.5,1,-10921639,1250.965,1232,760,2365,426579,222.872,12.068,0.082,0.854
ID10856,10856,54,381.726,197.534,287.706,3.041,0,0,3.5,1,-10921639,1294.49,1264,886,2764,441421,202.259,12.492,0.022,0.273
ID11370,11370,54,271.896,198.449,287.694,2.935,1,1,3.5,1,-10921639,1286.15,1260,875,2604,438577,191.369,12.717,0.024,0.314
ID11202,11202,54,352.353,197.349,288.378,2.893,2,2,3.5,1,-10921639,1290.041,1262,848,2590,439904,201.363,12.713,0.025,0.309
ID11039,11039,54,368.683,196.546,288.253,2.953,3,3,3.5,1,-10921639,1296.226,1262,893,2859,442013,203.168,12.687,0.027,0.334
ID11536,11536,54,401.214,196.215,288.202,3.127,4,4,3.5,1,-10921639,1296.457,1260,942,2625,442092,202.659,12.662,0.025,0.316
ID12030,12030,54,378.911,195.666,288.53,3.337,5,5,3.5,1,-10921639,1282.809,1248,906,2614,437438,192.349,13.3,0.028,0.359
ID11863,11863,54,361.111,196.331,288.071,3.32,6,6,3.5,1,-10921639,1297.082,1280,933,2474,442305,181.436,13.3,0.029,0.398
ID11704,11704,54,214.051,196.594,287.804,3.075,7,7,3.5,1,-10921639,1262.44,1255,884,2698,430492,179.486,12.751,0.018,0.252
ID12177,12177,54,330.453,195.714,287.282,3.557,8,8,3.5,1,-10921639,1302.202,1280,933,2348,444051,194.699,13.3,0.036,0.459
ID12515,12515,54,427.774,195.552,288.22,3.728,9,9,3.5,1,-10921639,1310.05,1274,961,2263,446727,194.058,13.3,0.042,0.547
ID12354,12354,54,285.859,193.188,289.191,4.158,10,10,3.5,1,-10921639,1309.126,1289,875,2204,446412,190.114,13.3,0.038,0.505
ID12656,12656,54,439.792,195.835,287.828,3.165,11,11,3.5,1,-10921639,1308.801,1286,937,2427,446301,194.689,12.766,0.031,0.409
ID12820,12820,54,432.29,195.99,287.817,3.031,12,12,3.5,1,-10921639,1293.534,1270,798,2257,441095,193.151,12.605,0.03,0.389
ID12986,12986,54,313.816,195.71,288.422,3.054,13,13,3.5,1,-10921639,1296.038,1275,916,2163,441949,184.849,13.3,0.027,0.365
ID13155,13155,54,334.821,196.064,288.206,2.814,14,14,3.5,1,-10921639,1301.37,1273,893,2536,443767,192.052,12.864,0.029,0.38
ID13313,13313,54,306.491,196.76,288.211,3.218,15,15,3.5,1,-10921639,1294.889,1289,907,2451,441557,180.45,12.628,0.029,0.399
ID13462,13462,54,310.423,197.007,287.932,2.674,16,16,3.5,1,-10921639,1284.405,1264,948,2491,437982,181.328,12.577,0.026,0.353
ID13629,13629,54,422.327,195.001,287.703,2.966,17,17,3.5,1,-10921639,1303.07,1274,941,2260,444347,199.019,13.3,0.028,0.351
ID13787,13787,54,348.992,195.636,287.341,2.573,18,18,3.5,1,-10921639,1287,1264,924,2640,438867,193.998,13.3,0.023,0.299
ID13925,13925,54,319.932,195.787,287.171,2.409,19,19,3.5,1,-10921639,1303.774,1276,936,2251,444587,196.221,13.3,0.036,0.466
ID14266,14266,54,257.588,193.167,287.743,4.004,20,20,3.5,1,-10921639,1299.522,1267,935,2317,443137,187.294,11.874,0.036,0.482
ID10858,10858,56,482.113,141.796,315.401,2.546,0,0,3.5,1,-10921639,1402.563,1378,971,2904,478274,230.974,12.632,0.027,0.319
ID11343,11343,56,457.47,141,316,0,1,1,3.5,1,-10921639,1346.666,1337,812,2125,459213,220.263,11.813,0.067,0.767
ID11178,11178,56,422.423,144,317,0,2,2,3.5,1,-10921639,1366.598,1341,842,2359,466010,209.549,13.3,0.073,0.884
ID11040,11040,56,315.405,144.895,309.914,2.536,3,3,3.5,1,-10921639,1377.572,1352,961,2380,469752,194.658,13.3,0.02,0.273
ID11520,11520,56,428.008,147.763,313.105,1.452,4,4,3.5,1,-10921639,1382.264,1356,999,2900,471352,231.603,13.3,0.055,0.62
ID12001,12001,56,278.899,146,313,0,5,5,3.5,1,-10921639,1362.68,1350,791,2254,464674,199.104,10.489,0.076,0.961
ID11835,11835,56,443.024,144,311,0,6,6,3.5,1,-10921639,1389.463,1339,821,2354,473807,246.765,11.099,0.075,0.786
ID11718,11718,56,397.992,143.279,312.276,3.918,7,7,3.5,1,-10921639,1411.513,1387,976,2734,481326,236.951,13.3,0.035,0.407
ID12192,12192,56,296.528,143.278,312.308,5.419,8,8,3.5,1,-10921639,1366.619,1338,935,2388,466017,188.604,13.3,0.047,0.653
ID12518,12518,56,344.778,144.227,311.754,4.216,9,9,3.5,1,-10921639,1390.208,1367,1018,2311,474061,188.44,12.125,0.035,0.499
ID12362,12362,56,281.098,144.035,312.27,5.183,10,10,3.5,1,-10921639,1379.953,1343,1021,2751,470564,211.671,13.3,0.052,0.647
ID12674,12674,56,291.989,144.504,311.624,4.699,11,11,3.5,1,-10921639,1388.991,1377,1031,2261,473646,186.97,11.926,0.053,0.754
ID12895,12895,56,328.813,144,311,6,12,12,3.5,1,-10921639,1340.123,1325,818,2547,456982,224.62,11.936,0.072,0.799
ID13004,13004,56,269.78,143.539,311.623,3.838,13,13,3.5,1,-10921639,1370.988,1347,899,2283,467507,185.167,11.811,0.026,0.379
ID13138,13138,56,304.014,143.218,315.472,2.138,14,14,3.5,1,-10921639,1401.824,1384,976,2841,478022,211.479,10.515,0.033,0.429
ID13277,13277,56,460.908,141,316,0,15,15,3.5,1,-10921639,1349.651,1310,872,2599,460231,229.479,11.689,0.071,0.783
ID13439,13439,56,323.975,142.014,316.077,0.625,16,16,3.5,1,-10921639,1399.405,1383,958,2454,477197,197.642,13.3,0.055,0.734
ID13583,13583,56,399.239,141,317,0,17,17,3.5,1,-10921639,1356.106,1328,847,2503,462432,234.603,12.343,0.071,0.77
ID13748,13748,56,426.55,141,317,0,18,18,3.5,1,-10921639,1411.648,1381,817,2438,481372,238.592,11.905,0.088,0.96
ID13899,13899,56,237.527,138,312,0,19,19,3.5,1,-10921639,1351.141,1336,820,2222,460739,220.962,11.793,0.069,0.786
ID14218,14218,56,326.58,140,314,0,20,20,3.5,1,-10921639,1356.812,1342,829,2520,462673,214.593,13.3,0.078,0.911
ID14057,14057,56,440.121,141,313,0,21,21,3.5,1,-10921639,1399.469,1372,855,2576,477219,244.422,13.3,0.09,0.95
