Label,ID,TRACK_ID,QUALITY,POSITION_X,POSITION_Y,POSITION_Z,POSITION_T,FRAME,RADIUS,VISIBILITY,MANUAL_COLOR,MEAN_INTENSITY,MEDIAN_INTENSITY,MIN_INTENSITY,MAX_INTENSITY,TOTAL_INTENSITY,STANDARD_DEVIATION,ESTIMATED_DIAMETER,CONTRAST,SNR
ID10777,10777,0,458.712,69,14,0,0,0,3.5,1,-10921639,1097.358,1080,564,2118,374199,199.929,13.3,0.069,0.708
ID11306,11306,0,567.212,69,13,0,1,1,3.5,1,-10921639,1135.689,1119,722,2142,387270,200.616,11.816,0.086,0.896
ID11135,11135,0,552.813,69,14,0,2,2,3.5,1,-10921639,1129.935,1106,671,2660,385308,213.099,10.408,0.08,0.788
ID10954,10954,0,583.929,69,14,0,3,3,3.5,1,-10921639,1129.091,1115,627,2281,385020,222.905,12.483,0.083,0.773
ID11466,11466,0,504.716,70,13,0,4,4,3.5,1,-10921639,1120.109,1100,624,2455,381957,203.12,12.474,0.084,0.853
ID11954,11954,0,429.533,69,14,0,5,5,3.5,1,-10921639,1119.041,1094,613,2496,381593,206.49,11.655,0.079,0.79
ID11797,11797,0,347.156,69,13,0,6,6,3.5,1,-10921639,1103.742,1087,685,2234,376376,175.937,11.736,0.069,0.808
ID11632,11632,0,367.829,69,14,0,7,7,3.5,1,-10921639,1102.607,1085,654,2327,375989,182.973,13.3,0.072,0.813
ID12111,12111,0,442.541,69,14,0,8,8,3.5,1,-10921639,1116.018,1109,606,2350,380562,195.106,13.3,0.078,0.826
ID12426,12426,0,347.906,69,14,0,9,9,3.5,1,-10921639,1119.733,1101,610,2517,381829,180.848,13.3,0.078,0.891
ID12270,12270,0,430.083,69,14,0,10,10,3.5,1,-10921639,1109.419,1087,627,2560,378312,200.72,13.3,0.074,0.762
ID12589,12589,0,503.717,68,14,0,11,11,3.5,1,-10921639,1113.566,1075,584,2326,379726,219.193,11.757,0.076,0.715
ID12748,12748,0,392.592,69,14,0,12,12,3.5,1,-10921639,1101.296,1084,652,2559,375542,186.697,10.715,0.071,0.782
ID12915,12915,0,357.112,69,14,0,13,13,3.5,1,-10921639,1101.437,1082,635,2582,375590,204.441,11.905,0.068,0.683
ID13079,13079,0,451.995,68,15,0,14,14,3.5,1,-10921639,1127.933,1113,616,2544,384625,200.92,11.816,0.081,0.839
ID13233,13233,0,478.121,68,15,0,15,15,3.5,1,-10921639,1111.947,1097,591,2647,379174,205.586,11.908,0.072,0.731
ID13386,13386,0,434.18,69,14,0,16,16,3.5,1,-10921639,1108.95,1090,589,2621,378152,199.288,11.797,0.076,0.784
ID13546,13546,0,410.122,70,14,0,17,17,3.5,1,-10921639,1112.795,1091,698,2105,379463,183.973,10.032,0.074,0.835
ID13710,13710,0,401.354,69,13,0,18,18,3.5,1,-10921639,1108.818,1096,594,2503,378107,196.437,10.498,0.073,0.767
ID13854,13854,0,491.109,69,14,0,19,19,3.5,1,-10921639,1103.111,1091,653,2362,376161,192.525,10.811,0.074,0.786
ID14178,14178,0,436.035,68,14,0,20,20,3.5,1,-10921639,1110.182,1106,603,2065,378572,181.26,12.636,0.075,0.851
ID14009,14009,0,415.082,67,15,0,21,21,3.5,1,-10921639,1112.801,1094,614,2406,379465,204.169,11.818,0.074,0.747
ID14333,14333,0,466.179,68,14,0,22,22,3.5,1,-10921639,1106.481,1083,617,2358,377310,212.456,11.795,0.074,0.717
ID14479,14479,0,221.448,69,13,0,23,23,3.5,1,-10921639,1083.059,1077,662,2175,369323,156.513,11.115,0.064,0.83
ID14802,14802,0,215.053,69,14,0,24,24,3.5,1,-10921639,1083.997,1079,622,1960,369643,157.747,13.3,0.062,0.799
ID10782,10782,4,407.103,69,100,0,0,0,3.5,1,-10921639,1304.258,1301,692,2918,444752,234.468,13.3,0.069,0.72
ID11313,11313,4,442.5,69,100,0,1,1,3.5,1,-10921639,1306.918,1287,698,3198,445659,229.098,10.611,0.074,0.791
ID11143,11143,4,461.815,69,99,0,2,2,3.5,1,-10921639,1282.006,1244,853,2460,437164,213.196,10.578,0.065,0.732
ID10964,10964,4,418.035,70,100,0,3,3,3.5,1,-10921639,1288.504,1264,776,2766,439380,222.778,11.816,0.065,0.705
ID11472,11472,4,496.016,70,99,0,4,4,3.5,1,-10921639,1294.651,1280,733,3014,441476,237.58,13.3,0.068,0.696
ID11959,11959,4,432.948,70,100,0,5,5,3.5,1,-10921639,1286.466,1271,695,3106,438685,230.159,11.852,0.067,0.697
ID11800,11800,4,390.037,69,100,0,6,6,3.5,1,-10921639,1301.522,1293,741,2626,443819,215.672,10.503,0.073,0.818
ID11637,11637,4,446.796,70,100,0,7,7,3.5,1,-10921639,1306.683,1288,809,2550,445579,221.863,13.3,0.075,0.823
ID12115,12115,4,435.288,71,100,0,8,8,3.5,1,-10921639,1317.774,1312,830,2742,449361,227.675,11.972,0.075,0.805
ID12429,12429,4,330.997,70,100,0,9,9,3.5,1,-10921639,1292.877,1276,670,3636,440871,238.661,11.132,0.066,0.671
ID12273,12273,4,486.737,70,100,0,10,10,3.5,1,-10921639,1309.765,1280,694,3616,446630,258.316,10.458,0.074,0.698
ID12594,12594,4,513.505,71,100,0,11,11,3.5,1,-10921639,1298.27,1282,738,3564,442710,265.508,13.3,0.074,0.671
ID12755,12755,4,409.887,70,100,0,12,12,3.5,1,-10921639,1295.554,1287,733,2803,441784,222.648,13.3,0.072,0.779
ID12921,12921,4,341.395,70,100,0,13,13,3.5,1,-10921639,1290.9,1290,849,3011,440197,207.574,11.813,0.067,0.777
ID13082,13082,4,445.288,70,100,0,14,14,3.5,1,-10921639,1282.601,1280,772,3241,437367,231.287,11.707,0.065,0.678
ID13242,13242,4,509.65,70,101,0,15,15,3.5,1,-10921639,1299.701,1273,796,3468,443198,233.353,13.3,0.074,0.766
ID13392,13392,4,445.597,70,100,0,16,16,3.5,1,-10921639,1299.686,1289,740,3179,443193,231.962,11.864,0.071,0.74
ID13552,13552,4,534.479,70,100,0,17,17,3.5,1,-10921639,1307.27,1297,743,2809,445779,228.792,11.848,0.075,0.792
ID13714,13714,4,547.959,70,100,0,18,18,3.5,1,-10921639,1308.202,1283,748,3146,446097,243.917,11.706,0.077,0.769
ID13860,13860,4,458.797,71,100,0,19,19,3.5,1,-10921639,1292.76,1280,812,2455,440831,223.447,13.3,0.071,0.771
ID14183,14183,4,379.869,70,100,0,20,20,3.5,1,-10921639,1271.155,1257,683,2349,433464,210.522,11.977,0.064,0.728
ID14016,14016,4,406.57,70,100,0,21,21,3.5,1,-10921639,1282.378,1285,704,2792,437291,217.711,11.905,0.069,0.758
ID14337,14337,4,448.258,70,100,0,22,22,3.5,1,-10921639,1287.053,1270,844,3238,438885,222.28,13.3,0.069,0.749
ID14484,14484,4,349.575,70,100,0,23,23,3.5,1,-10921639,1308.504,1301,784,2958,446200,216.546,13.3,0.074,0.829
ID14807,14807,4,357.672,70,100,0,24,24,3.5,1,-10921639,1290.982,1291,651,3012,440225,211.868,11.958,0.07,0.796
ID14969,14969,4,330.812,70,100,0,25,25,3.5,1,-10921639,1277.408,1284,700,2852,435596,205.179,10.95,0.065,0.765
ID14650,14650,4,394.799,70,100,0,26,26,3.5,1,-10921639,1289.258,1264,797,3022,439637,217.453,11.595,0.07,0.78
ID15133,15133,4,259.075,70,100,0,27,27,3.5,1,-10921639,1277.015,1263,798,2244,435462,195.939,11.434,0.064,0.786
ID15451,15451,4,225.107,70,100,0,28,28,3.5,1,-10921639,1282.695,1278,743,2180,437399,185.648,11.941,0.066,0.851
ID15287,15287,4,262.118,70,100,0,29,29,3.5,1,-10921639,1297.877,1287,890,3268,442576,210.431,11.934,0.072,0.827
ID15612,15612,4,239.258,70,100,0,30,30,3.5,1,-10921639,1284.575,1260,827,2305,438040,194.295,11.187,0.069,0.854
ID15776,15776,4,240.197,71,100,0,31,31,3.5,1,-10921639,1281.83,1272,830,2436,437104,185.315,12.049,0.066,0.862
ID15948,15948,4,219.096,70,100,0,32,32,3.5,1,-10921639,1261.094,1241,737,2310,430033,187.98,13.3,0.059,0.744
ID10789,10789,6,332.227,45,136,0,0,0,3.5,1,-10921639,1329.686,1326,823,2431,453423,212.194,13.3,0.067,0.783
ID11315,11315,6,310.83,46,135,0,1,1,3.5,1,-10921639,1321.66,1311,766,2526,450686,206.902,11.699,0.066,0.796
ID11146,11146,6,275.782,46,136,0,2,2,3.5,1,-10921639,1327.273,1312,785,2243,452600,196.647,11.771,0.069,0.871
ID10969,10969,6,397.263,46,136,0,3,3,3.5,1,-10921639,1333.513,1330,793,2313,454728,200.571,11.813,0.073,0.902
ID11473,11473,6,207.767,46,137,0,4,4,3.5,1,-10921639,1331.402,1320,666,2644,454008,203.514,12.28,0.068,0.828
ID11964,11964,6,288.703,46,136,0,5,5,3.5,1,-10921639,1321.106,1303,779,2996,450497,211.754,10.374,0.066,0.769
ID11804,11804,6,244.234,46,136,0,6,6,3.5,1,-10921639,1319.293,1310,812,2100,449879,188.053,10.524,0.066,0.869
ID12117,12117,6,354.991,46,136,0,8,8,3.5,1,-10921639,1317.062,1294,731,2464,449118,211.985,12.018,0.068,0.792
ID12432,12432,6,230.017,46,136,0,9,9,3.5,1,-10921639,1307.66,1300,704,2138,445912,192.543,10.515,0.061,0.781
ID12278,12278,6,246.356,46,136,0,10,10,3.5,1,-10921639,1308.689,1280,647,2034,446263,197.329,13.3,0.064,0.801
ID12597,12597,6,249.86,45,136,0,11,11,3.5,1,-10921639,1317.666,1304,770,2479,449324,203.981,11.753,0.065,0.792
ID12757,12757,6,351.219,46,136,0,12,12,3.5,1,-10921639,1345.29,1342,809,2355,458744,210.607,13.3,0.075,0.895
ID12923,12923,6,257.741,46,136,0,13,13,3.5,1,-10921639,1313.205,1293,821,1989,447803,196.273,11.915,0.065,0.812
ID13086,13086,6,237.136,46,136,0,14,14,3.5,1,-10921639,1309.774,1295,746,2736,446633,193.082,11.787,0.065,0.823
ID13244,13244,6,280.052,46,136,0,15,15,3.5,1,-10921639,1330.396,1339,768,2286,453665,189.173,11.855,0.07,0.916
ID13395,13395,6,313.911,46,136,0,16,16,3.5,1,-10921639,1329.683,1309,804,2528,453422,220.247,11.196,0.07,0.792
ID13553,13553,6,248.077,46,136,0,17,17,3.5,1,-10921639,1327.974,1317,749,2766,452839,194.29,13.3,0.067,0.855
ID13716,13716,6,210.717,46,136,0,18,18,3.5,1,-10921639,1327.683,1314,776,2428,452740,186.19,11.086,0.068,0.907
ID14186,14186,6,225.916,47,136,0,20,20,3.5,1,-10921639,1328.836,1332,791,2319,453133,201.32,10.622,0.068,0.836
ID14021,14021,6,274.315,46,136,0,21,21,3.5,1,-10921639,1304.399,1284,764,2956,444800,207.036,11.804,0.061,0.728
ID14340,14340,6,306.887,46,135,0,22,22,3.5,1,-10921639,1309.484,1311,802,2307,446534,182.169,13.3,0.066,0.895
ID10792,10792,8,574.428,72,144,0,0,0,3.5,1,-10921639,1357.372,1318,688,2564,462864,245.203,13.3,0.073,0.755
ID11317,11317,8,519.461,72,144,0,1,1,3.5,1,-10921639,1352.155,1325,799,2740,461085,236.651,11.808,0.068,0.724
ID11147,11147,8,573.608,72,144,0,2,2,3.5,1,-10921639,1357.543,1323,740,2870,462922,255.072,11.696,0.07,0.698
ID10972,10972,8,352.061,72,145,0,3,3,3.5,1,-10921639,1348.487,1319,826,2294,459834,200.133,11.992,0.071,0.891
ID11474,11474,8,535.05,72,144,0,4,4,3.5,1,-10921639,1347.833,1323,840,2937,459611,239.904,13.3,0.071,0.741
ID11965,11965,8,604.223,72,143,0,5,5,3.5,1,-10921639,1384.73,1365,829,2965,472193,235.976,12.914,0.086,0.929
ID11806,11806,8,551.003,71,143,0,6,6,3.5,1,-10921639,1355.164,1340,742,3134,462111,257.093,13.3,0.075,0.734
ID11640,11640,8,359.084,72,144,0,7,7,3.5,1,-10921639,1329.883,1320,773,2781,453490,205.697,13.3,0.063,0.772
ID12119,12119,8,566.504,72,144,0,8,8,3.5,1,-10921639,1372.422,1355,774,3470,467996,254.315,13.3,0.082,0.817
ID12435,12435,8,366.503,71,145,0,9,9,3.5,1,-10921639,1364.196,1351,867,2420,465191,213.86,11.521,0.075,0.886
ID12279,12279,8,516.578,72,144,0,10,10,3.5,1,-10921639,1387.839,1368,819,2819,473253,239.636,11.791,0.084,0.897
ID12598,12598,8,616.463,70,144,0,11,11,3.5,1,-10921639,1398.408,1378,703,2934,476857,253.195,13.3,0.091,0.923
ID12760,12760,8,849.497,72,145,0,12,12,3.5,1,-10921639,1392.848,1364,749,2800,474961,283.773,11.957,0.091,0.818
ID12925,12925,8,659.192,71,146,0,13,13,3.5,1,-10921639,1397.323,1351,859,3128,476487,284.981,13.3,0.09,0.807
ID13088,13088,8,585.313,71,145,0,14,14,3.5,1,-10921639,1384.607,1356,794,2634,472151,262.747,11.915,0.085,0.828
ID13247,13247,8,469.535,71,146,0,15,15,3.5,1,-10921639,1360.871,1333,876,2760,464057,233.069,13.3,0.076,0.828
ID13397,13397,8,474.561,70,145,0,16,16,3.5,1,-10921639,1346.352,1318,873,2390,459106,229.315,11.931,0.07,0.767
ID13555,13555,8,565.944,71,145,0,17,17,3.5,1,-10921639,1385.66,1374,807,2840,472510,221.904,13.3,0.083,0.962
ID13719,13719,8,488.865,70,146,0,18,18,3.5,1,-10921639,1361.771,1340,792,2450,464364,233.267,13.3,0.074,0.803
ID13864,13864,8,588.776,69,145,0,19,19,3.5,1,-10921639,1386.584,1360,828,2647,472825,263.001,11.229,0.084,0.815
ID14188,14188,8,407.245,71,146,0,20,20,3.5,1,-10921639,1357.194,1345,902,2551,462803,210.711,13.3,0.075,0.895
ID14023,14023,8,501.753,73,146,0,21,21,3.5,1,-10921639,1332.302,1322,718,2411,454315,237.685,11.881,0.068,0.718
ID14342,14342,8,352.042,72,146,0,22,22,3.5,1,-10921639,1329.537,1327,857,2430,453372,206.524,13.3,0.064,0.778
ID14490,14490,8,336.32,73,145,0,23,23,3.5,1,-10921639,1362.537,1355,828,2542,464625,203.308,10.356,0.075,0.93
ID14853,14853,8,316.325,75.451,144.127,1.174,24,24,3.5,1,-10921639,1365.475,1330,893,2567,465627,222.315,13.3,0.046,0.539
ID15025,15025,8,390.294,73.745,145.407,2.324,25,25,3.5,1,-10921639,1393.106,1360,953,2514,475049,216.945,11.98,0.033,0.407
ID14696,14696,8,289.231,72.355,145.055,1.894,26,26,3.5,1,-10921639,1385.968,1366,840,2159,472615,193.647,13.3,0.035,0.486
ID15136,15136,8,335.022,71,144,0,27,27,3.5,1,-10921639,1330.727,1315,821,2364,453778,224.53,11.882,0.07,0.778
ID15505,15505,8,276.652,73.369,144.636,2.429,28,28,3.5,1,-10921639,1389.331,1384,950,2636,473762,194.808,13.3,0.033,0.451
ID15337,15337,8,264.701,73.936,143.79,1.024,29,29,3.5,1,-10921639,1369.431,1362,1003,2189,466976,173.311,13.3,0.05,0.749
ID15616,15616,8,406.403,75,145,0,30,30,3.5,1,-10921639,1338.639,1321,817,2316,456476,218.31,11.841,0.073,0.835
ID15828,15828,8,275.857,74.837,144.363,1.672,31,31,3.5,1,-10921639,1372.78,1355,976,2519,468118,194.776,13.3,0.031,0.423
ID15954,15954,8,296.133,75,144,0,32,32,3.5,1,-10921639,1345.449,1340,784,2146,458798,215.894,10.53,0.073,0.849
ID10793,10793,9,1182.26,135,144,0,0,0,3.5,1,-10921639,1398.331,1342,679,3678,476831,383.57,13.3,0.094,0.626
ID11316,11316,9,1135.429,134,143,0,1,1,3.5,1,-10921639,1388.44,1323,769,3463,473458,370.328,13.3,0.094,0.645
ID11148,11148,9,1207.638,134,144,0,2,2,3.5,1,-10921639,1382.639,1315,749,4629,471480,402.243,13.3,0.094,0.593
ID10971,10971,9,1073.953,134,144,0,3,3,3.5,1,-10921639,1365.795,1296,708,3683,465736,349.914,10.927,0.086,0.619
ID11475,11475,9,1090.777,134,144,0,4,4,3.5,1,-10921639,1379.566,1325,744,3510,470432,372.044,11.59,0.086,0.585
ID11966,11966,9,1091.435,134,144,0,5,5,3.5,1,-10921639,1355.381,1297,779,3972,462185,363.924,11.809,0.083,0.572
ID11807,11807,9,999.763,134,143,0,6,6,3.5,1,-10921639,1364.434,1311,704,3562,465272,329.466,13.3,0.093,0.704
ID11641,11641,9,931.568,134,144,0,7,7,3.5,1,-10921639,1354.1,1299,830,3526,461748,330.007,11.723,0.084,0.636
ID12118,12118,9,946.054,135,143,0,8,8,3.5,1,-10921639,1349.783,1297,859,4385,460276,338.558,13.3,0.082,0.605
ID12434,12434,9,1035.369,134,144,0,9,9,3.5,1,-10921639,1367.499,1316,760,4311,466317,359.249,11.282,0.088,0.614
ID12280,12280,9,885.216,135,144,0,10,10,3.5,1,-10921639,1368.56,1308,760,4393,466679,379.047,10.539,0.089,0.593
ID12599,12599,9,1023.943,135,144,0,11,11,3.5,1,-10921639,1376.619,1308,766,4611,469427,378.323,10.571,0.091,0.604
ID12759,12759,9,861.796,134,144,0,12,12,3.5,1,-10921639,1347.264,1318,861,4647,459417,340.792,13.3,0.078,0.571
ID12924,12924,9,1037.198,134,144,0,13,13,3.5,1,-10921639,1359.557,1311,806,6082,463609,384.952,13.3,0.088,0.57
ID13087,13087,9,966.292,134,144,0,14,14,3.5,1,-10921639,1360.516,1326,788,5569,463936,367.467,11.156,0.082,0.562
ID13246,13246,9,1018.166,134,144,0,15,15,3.5,1,-10921639,1361.713,1320,746,6985,464344,426.985,10.87,0.085,0.498
ID13396,13396,9,830.978,134,144,0,16,16,3.5,1,-10921639,1328.443,1269,752,5784,452999,370.209,13.3,0.07,0.472
ID13554,13554,9,844.686,134,144,0,17,17,3.5,1,-10921639,1348.777,1296,684,5669,459933,380.592,11.444,0.078,0.513
ID13718,13718,9,905.218,134,144,0,18,18,3.5,1,-10921639,1374.871,1329,740,5687,468831,357.481,11.759,0.088,0.62
ID13863,13863,9,988.915,134,144,0,19,19,3.5,1,-10921639,1353.566,1311,654,5844,461566,379.3,11.638,0.084,0.555
ID14187,14187,9,832.246,134,144,0,20,20,3.5,1,-10921639,1368.067,1331,758,4995,466511,337.684,11.683,0.082,0.614
ID14022,14022,9,854.176,134,144,0,21,21,3.5,1,-10921639,1345.971,1298,769,5043,458976,368.148,11.887,0.078,0.53
ID14341,14341,9,733.247,134,144,0,22,22,3.5,1,-10921639,1332.047,1278,773,5232,454228,341.724,11.341,0.075,0.543
ID14489,14489,9,502.796,134,144,0,23,23,3.5,1,-10921639,1315.833,1302,716,3821,448699,267.25,11.247,0.073,0.668
ID14811,14811,9,702.757,134,144,0,24,24,3.5,1,-10921639,1332.343,1301,755,4675,454329,301.64,11.796,0.078,0.639
ID14972,14972,9,542.629,134,144,0,25,25,3.5,1,-10921639,1332.326,1312,810,4056,454323,286.856,11.786,0.074,0.637
ID14653,14653,9,621.335,134,144,0,26,26,3.5,1,-10921639,1341.997,1300,741,4952,457621,315.796,11.573,0.081,0.635
ID15137,15137,9,629.554,135,144,0,27,27,3.5,1,-10921639,1353.548,1315,736,4162,461560,317.621,11.882,0.085,0.669
ID15454,15454,9,421.348,135,144,0,28,28,3.5,1,-10921639,1326.592,1295,732,3036,452368,271.338,10.621,0.076,0.689
ID15615,15615,9,499.827,135,144,0,30,30,3.5,1,-10921639,1349.296,1319,724,3302,460110,288.509,11.805,0.082,0.708
ID15781,15781,9,412.303,135,144,0,31,31,3.5,1,-10921639,1325.372,1288,717,3476,451952,282.298,11.4,0.073,0.639
ID15953,15953,9,475.818,134,143,0,32,32,3.5,1,-10921639,1319.953,1305,731,2768,450104,238.016,11.768,0.076,0.783
ID10794,10794,10,1300.466,140,147,0,0,0,3.5,1,-10921639,1379.39,1328,797,5545,470372,446.69,11.788,0.082,0.467
ID11318,11318,10,1159.947,140,147,0,1,1,3.5,1,-10921639,1388.381,1341,827,5028,473438,407.329,13.3,0.089,0.555
ID11149,11149,10,928.224,140,146,0,2,2,3.5,1,-10921639,1355.824,1307,717,4703,462336,352.347,13.3,0.078,0.558
ID10973,10973,10,1157.099,140,146,0,3,3,3.5,1,-10921639,1380.959,1326,762,5360,470907,373.473,13.3,0.088,0.596
ID11476,11476,10,980.562,140,146,0,4,4,3.5,1,-10921639,1367.592,1312,756,6094,466349,402.484,13.3,0.084,0.528
ID11967,11967,10,899.203,140,147,0,5,5,3.5,1,-10921639,1352.323,1315,740,4749,461142,353.942,11.235,0.082,0.581
ID11808,11808,10,1064.594,140,147,0,6,6,3.5,1,-10921639,1329.836,1269,752,5971,453474,413.236,11.832,0.075,0.449
ID11642,11642,10,976.612,140,147,0,7,7,3.5,1,-10921639,1367.924,1329,730,5118,466462,362.998,11.746,0.085,0.59
ID12120,12120,10,1012.044,140,147,0,8,8,3.5,1,-10921639,1357.023,1294,792,6126,462745,405.374,11.791,0.081,0.499
ID12436,12436,10,853.862,140,147,0,9,9,3.5,1,-10921639,1339.762,1298,764,5116,456859,370.398,11.745,0.074,0.501
ID12281,12281,10,935.265,139,147,0,10,10,3.5,1,-10921639,1356.302,1310,756,4618,462499,370.391,11.869,0.086,0.579
ID12600,12600,10,1002.893,139,147,0,11,11,3.5,1,-10921639,1375.581,1315,806,4095,469073,350.562,10.515,0.087,0.627
ID12761,12761,10,1054.012,139,146,0,12,12,3.5,1,-10921639,1385.132,1329,694,3615,472330,340.475,13.3,0.09,0.673
ID12926,12926,10,803.425,140,146,0,13,13,3.5,1,-10921639,1315.818,1275,789,3684,448694,312.287,13.3,0.069,0.544
ID13089,13089,10,888.972,140,146,0,14,14,3.5,1,-10921639,1357.768,1312,731,4149,462999,330.783,11.782,0.081,0.613
ID13248,13248,10,863.196,140,146,0,15,15,3.5,1,-10921639,1338.757,1297,726,4019,456516,323.622,13.3,0.072,0.559
ID13398,13398,10,870.589,139,146,0,16,16,3.5,1,-10921639,1366.264,1320,786,3724,465896,313.043,13.3,0.085,0.687
ID13556,13556,10,1090.008,139,146,0,17,17,3.5,1,-10921639,1393.636,1325,787,3857,475230,366.482,13.3,0.096,0.667
ID13720,13720,10,942.596,139,146,0,18,18,3.5,1,-10921639,1375.68,1325,750,3314,469107,344.093,13.3,0.087,0.639
ID13865,13865,10,1145.932,139,146,0,19,19,3.5,1,-10921639,1386.293,1331,808,3283,472726,357.208,11.596,0.098,0.694
ID14189,14189,10,1131.474,139,146,0,20,20,3.5,1,-10921639,1389.05,1325,738,3686,473666,385.193,13.3,0.093,0.613
ID14024,14024,10,1054.004,139,147,0,21,21,3.5,1,-10921639,1371.191,1305,772,3089,467576,336.902,11.906,0.089,0.669
ID14343,14343,10,1002.773,139,146,0,22,22,3.5,1,-10921639,1359.123,1308,756,3947,463461,356.428,13.3,0.085,0.597
ID14491,14491,10,893.969,139,146,0,23,23,3.5,1,-10921639,1347.428,1301,788,4385,459473,337.126,13.3,0.086,0.633
ID14812,14812,10,785.131,139,146,0,24,24,3.5,1,-10921639,1337.842,1302,710,4115,456204,341.092,13.3,0.081,0.589
ID14973,14973,10,894.457,138,146,0,25,25,3.5,1,-10921639,1373.279,1321,778,4557,468288,360.854,10.529,0.09,0.626
ID14654,14654,10,784.854,138,146,0,26,26,3.5,1,-10921639,1353.839,1313,867,4886,461659,349.567,11.14,0.085,0.605
ID15138,15138,10,557.701,138,146,0,27,27,3.5,1,-10921639,1356.235,1318,611,3921,462476,309.774,11.766,0.084,0.676
ID15455,15455,10,745.602,139,146,0,28,28,3.5,1,-10921639,1336.516,1290,730,4403,455752,304.586,11.783,0.081,0.659
ID15290,15290,10,869.033,138,146,0,29,29,3.5,1,-10921639,1367.437,1336,739,5130,466296,395.113,11.83,0.092,0.581
ID15617,15617,10,846.396,139,146,0,30,30,3.5,1,-10921639,1349.639,1305,721,5243,460227,344.708,11.875,0.083,0.601
ID15782,15782,10,699.581,139,146,0,31,31,3.5,1,-10921639,1337.76,1304,745,4306,456176,305.334,11.732,0.078,0.637
ID15955,15955,10,549.722,139,146,0,32,32,3.5,1,-10921639,1305.531,1279,744,3891,445186,279.228,11.84,0.071,0.62
ID10795,10795,11,672.133,265,150,0,0,0,3.5,1,-10921639,1298.853,1277,657,2843,442909,254.623,9.853,0.077,0.731
ID11319,11319,11,823.661,266,150,0,1,1,3.5,1,-10921639,1309.918,1278,751,2857,446682,267.307,10.507,0.084,0.757
ID11150,11150,11,694.916,266,149,0,2,2,3.5,1,-10921639,1301.147,1268,809,3075,443691,257.75,10.594,0.077,0.718
ID10974,10974,11,839.091,265,149,0,3,3,3.5,1,-10921639,1315.563,1282,692,3097,448607,282.799,11.262,0.083,0.713
ID11477,11477,11,809.271,265,148,0,4,4,3.5,1,-10921639,1309.566,1260,779,3086,446562,297.687,13.3,0.084,0.68
ID11968,11968,11,838.111,265,150,0,5,5,3.5,1,-10921639,1316.689,1282,702,3177,448991,309.312,10.682,0.08,0.629
ID11809,11809,11,701.678,265,150,0,6,6,3.5,1,-10921639,1316.642,1293,729,3731,448975,264.608,12.01,0.081,0.745
ID11643,11643,11,745.242,265,150,0,7,7,3.5,1,-10921639,1309.449,1266,727,3644,446522,273.21,11.822,0.083,0.736
ID12121,12121,11,734.139,265,150,0,8,8,3.5,1,-10921639,1295.739,1275,729,4585,441847,293.825,10.373,0.077,0.629
ID12437,12437,11,632.008,265,150,0,9,9,3.5,1,-10921639,1294.182,1263,717,3679,441316,263.096,13.3,0.075,0.688
ID12282,12282,11,614.032,265,150,0,10,10,3.5,1,-10921639,1294.727,1257,843,3584,441502,268.564,13.3,0.08,0.715
ID12602,12602,11,625.828,265,150,0,11,11,3.5,1,-10921639,1294.686,1263,757,3827,441488,268.843,11.742,0.08,0.714
ID12762,12762,11,704.776,266,149,0,12,12,3.5,1,-10921639,1291.991,1265,778,3274,440569,266.555,11.867,0.083,0.74
ID12927,12927,11,677.036,266,150,0,13,13,3.5,1,-10921639,1300.859,1270,699,2961,443593,250.262,13.3,0.081,0.777
ID13090,13090,11,607.432,265,150,0,14,14,3.5,1,-10921639,1308.452,1300,683,3631,446182,282.902,13.3,0.082,0.7
ID13249,13249,11,873.223,266,149,0,15,15,3.5,1,-10921639,1301.199,1247,812,4222,443709,312.954,11.85,0.082,0.632
ID13399,13399,11,801.573,267,150,0,16,16,3.5,1,-10921639,1290.284,1253,652,4125,439987,296.725,11.751,0.077,0.62
ID13557,13557,11,723.602,265,150,0,17,17,3.5,1,-10921639,1317.674,1284,771,3258,449327,267.976,11.836,0.088,0.792
ID13721,13721,11,625.219,265,149,0,18,18,3.5,1,-10921639,1269.279,1230,660,3453,432824,276.435,11.707,0.068,0.586
ID13866,13866,11,704.438,265,149,0,19,19,3.5,1,-10921639,1310.094,1283,817,4350,446742,272.138,13.3,0.087,0.77
ID14190,14190,11,636.227,266,148,0,20,20,3.5,1,-10921639,1280.067,1269,746,2361,436503,235.55,13.3,0.079,0.792
ID14025,14025,11,615.199,266,148,0,21,21,3.5,1,-10921639,1284.05,1257,760,2541,437861,236.462,13.3,0.077,0.78
ID14344,14344,11,705.318,266,148,0,22,22,3.5,1,-10921639,1291.545,1258,730,2861,440417,260.002,11.686,0.077,0.711
ID14492,14492,11,845.051,267,148,0,23,23,3.5,1,-10921639,1284.944,1238,726,3449,438166,289.163,13.3,0.078,0.646
ID14813,14813,11,671.033,265,148,0,24,24,3.5,1,-10921639,1298.616,1270,768,3256,442828,250.543,9.867,0.083,0.794
ID14974,14974,11,609.271,266,149,0,25,25,3.5,1,-10921639,1282.73,1236,786,3569,437411,267.439,11.606,0.074,0.657
ID14655,14655,11,698.427,266,149,0,26,26,3.5,1,-10921639,1276.504,1244,722,3920,435288,290.102,11.954,0.072,0.595
ID15139,15139,11,557.702,266,149,0,27,27,3.5,1,-10921639,1269.396,1246,791,3512,432864,243.028,13.3,0.07,0.682
