,image,cellid,transcnt,treat,labelid_cell,area_cell,major_axis_length_cell,minor_axis_length_cell,mean_intensity-1,mean_intensity-2,mean_intensity-3,zsum_intensity_0,zsum_intensity_1,zsum_intensity_2,zsum_intensity_3,labelid_nuc,cell_linkid,area_nuc,mean_intensity-0,eccentricity,major_axis_length_nuc,minor_axis_length_nuc
124,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 16_c405_c488_c561_c640,1,40,C+A_48h,1,42600,291.7323032211839,196.93997201098605,4238.203779342723,7091.481408450704,2114.286291079812,116575085.0,263516164.0,1027952869.0,43314752.0,2,1,12833,3962.3243980363127,0.783292764555664,167.71716486446715,104.26187768933634
125,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 16_c405_c488_c561_c640,2,21,C+A_48h,2,36535,273.19295731728334,185.1050998567281,6364.582482550979,12484.097878746408,6615.947392910907,248664412.0,703000183.0,2841927687.0,1365073045.0,3,2,23601,4269.496038303461,0.5029011550607451,188.6072887996384,163.02156510887968
126,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 16_c405_c488_c561_c640,3,64,C+A_48h,3,63267,351.731682828019,240.29781616870423,3956.357579780929,6354.415050500261,2838.7288633884964,324073991.0,385583459.0,1393111342.0,202491238.0,1,3,8233,3741.16069476497,0.7530998041699009,128.54413865825458,84.56999722304238
127,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 16_c405_c488_c561_c640,3,64,C+A_48h,3,63267,351.731682828019,240.29781616870423,3956.357579780929,6354.415050500261,2838.7288633884964,324073991.0,385583459.0,1393111342.0,202491238.0,4,3,14407,4662.181231345873,0.7102236314988362,166.05755071592364,116.90055210497763
128,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 16_c405_c488_c561_c640,4,86,C+A_48h,4,93941,405.4459606149051,304.6353585978013,5807.993889781885,13171.46041664449,6117.838228249646,1139994294.0,1294380264.0,7260018074.0,2698169590.0,5,4,34452,7007.511000812725,0.4827648354571735,225.137420058985,197.1641021909525
129,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 16_c405_c488_c561_c640,5,42,C+A_48h,5,53570,337.3023107609679,226.03046876841287,6891.9101362703,14931.948945305208,6311.386746313235,293242901.0,1044533815.0,4996751109.0,1611941858.0,6,5,16724,4914.193733556565,0.6797155215779322,176.122100394216,129.18130575280358
130,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 16_c405_c488_c561_c640,6,42,C+A_48h,6,95418,608.0915824411554,212.29483147502324,5281.325274057306,9451.884906411788,4884.806923222033,610006856.0,911225222.0,3626647826.0,1562001990.0,7,6,13416,7791.890205724508,0.8903783885594357,202.03039063777777,91.96851336913996
131,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 16_c405_c488_c561_c640,7,109,C+A_48h,7,158325,533.6064060220543,395.00261089947617,4658.542340123165,8005.601957997789,3455.25787462498,902971723.0,1163421620.0,4625550966.0,1168013235.0,8,7,27464,6393.29613311972,0.6254290148858475,213.1263193179915,166.29843236495887
132,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 17_c405_c488_c561_c640,1,9,C+A_48h,1,13666,186.175782520527,97.77373397385766,3718.791526415923,13517.784062637202,2634.802283038197,16929859.0,86100833.0,1041012465.0,29628301.0,1,1,1646,4220.679829890644,0.9139466926323948,74.9257447640124,30.40743385230789
133,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 17_c405_c488_c561_c640,2,23,C+A_48h,2,43099,315.84939538143874,179.89175331661588,6436.539293255064,18330.44827026149,3065.64532819787,455465158.0,1066455690.0,4772562777.0,251779952.0,2,2,19561,5661.869331833751,0.5924979336147731,186.38987964255213,150.1504625100271
134,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 17_c405_c488_c561_c640,3,131,C+A_48h,3,130802,593.2383696001435,292.0998566657697,3990.34476537056,8546.677726640266,3536.593714163392,1225009981.0,689547008.0,4101958427.0,847720110.0,3,3,28598,7710.254248548849,0.7971641312739713,246.79203326819388,149.00381410491968
135,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 17_c405_c488_c561_c640,4,94,C+A_48h,4,68474,553.7276290767337,182.32825353959996,3868.696687793907,9862.845430382336,4760.576247918918,1407825311.0,391330101.0,3388357256.0,1356416519.0,4,4,21640,9194.022365988909,0.8838147000294861,252.8396326116776,118.28776693776216
136,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 17_c405_c488_c561_c640,5,84,C+A_48h,5,122727,431.0176638262509,385.3549113928862,3951.762806880312,7166.391975685872,2842.981356995608,1054285811.0,642539108.0,3014189160.0,434050390.0,5,5,26086,7329.8570497584915,0.7086857630948158,217.9935409203179,153.79973283806063
137,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 17_c405_c488_c561_c640,6,38,C+A_48h,6,46065,297.0844858302334,214.7582230193794,3161.667491587973,6650.088114620645,2205.7890589384565,332381652.0,186513721.0,1184280336.0,52028785.0,6,6,15969,4953.466654142401,0.9462104163781404,256.20112614617847,82.89436745923767
138,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 18_c405_c488_c561_c640,1,76,C+A_48h,1,67912,471.3990121137583,220.35316113076465,2818.697417245848,7052.938331959006,3712.6557014960536,510991620.0,191727327.0,1713382863.0,510003002.0,2,1,15519,4780.330626973388,0.6780914862024149,165.7566020236517,121.8273741854626
139,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 18_c405_c488_c561_c640,1,76,C+A_48h,1,67912,471.3990121137583,220.35316113076465,2818.697417245848,7052.938331959006,3712.6557014960536,510991620.0,191727327.0,1713382863.0,510003002.0,3,1,9259,5432.1481801490445,0.7503105380151887,137.35871506625307,90.80586087869706
140,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 18_c405_c488_c561_c640,2,47,C+A_48h,2,110933,496.7368749875045,296.6779442362052,2791.718289417937,6657.519845312036,5881.12343486609,1219605792.0,266873688.0,2528568864.0,2840495440.0,4,2,26187,7651.793676251576,0.7467144143958926,224.3850563491024,149.2485497792831
141,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 18_c405_c488_c561_c640,3,36,C+A_48h,3,86683,345.1312802904281,339.85471322871126,2595.032209314398,7679.440247799454,6294.666981991855,1646097382.0,201493018.0,2841607523.0,2380471500.0,5,3,29021,8880.200130939664,0.5839726133515734,214.15385741255176,173.8443962370104
142,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 18_c405_c488_c561_c640,4,23,C+A_48h,4,120473,550.9745953044675,293.5515095182809,5626.302125787521,13064.255102803118,1935.5128784042895,1629247413.0,1318163774.0,7614953254.0,42549682.0,6,4,31121,8270.924166961217,0.8101753122144777,260.4486381468206,152.67177568874098
143,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 18_c405_c488_c561_c640,5,11,C+A_48h,5,43935,252.14203778051404,236.93322006117148,5407.571776487994,19482.953180835324,3767.3839535677703,675324490.0,988580714.0,7385640414.0,325999324.0,7,5,14825,6821.379156829679,0.857631873344863,193.7129099021226,99.61959626253304
144,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 18_c405_c488_c561_c640,6,56,C+A_48h,6,73486,412.9973719261185,248.67965507528547,4079.482908309066,6453.464945703943,1479.8008464197262,166902497.0,411284572.0,1534789383.0,1677308.0,8,6,7839,5233.494578390101,0.9412485204054374,177.52017795039671,59.95117475444745
145,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 18_c405_c488_c561_c640,7,10,C+A_48h,7,49340,368.97376348614216,188.1685109301408,5312.192723956222,9325.173408998784,1820.3204094041344,333076489.0,647620783.0,2529383482.0,36108544.0,9,7,24893,4675.921142489857,0.6250598869095186,206.12043183548013,160.8928267110185
146,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 19_c405_c488_c561_c640,1,113,C+A_48h,1,104943,456.9857103552493,307.8213944655108,7648.638651458411,7083.206254824047,1512.7260036400712,391089749.0,1855756116.0,2262840471.0,8917387.0,1,1,5132,4902.326383476227,0.6373892405757832,95.10593052620364,73.28311282313112
147,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 19_c405_c488_c561_c640,1,113,C+A_48h,1,104943,456.9857103552493,307.8213944655108,7648.638651458411,7083.206254824047,1512.7260036400712,391089749.0,1855756116.0,2262840471.0,8917387.0,2,1,11881,5013.62124400303,0.6556957655484897,142.92085480211787,107.90884796610062
148,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 19_c405_c488_c561_c640,2,45,C+A_48h,2,63662,325.6221413893516,264.3897867847028,3160.701438848921,6119.229226226006,2537.818211806101,789304614.0,212488651.0,1175603843.0,137043708.0,3,2,19156,7443.972071413656,0.4362989165025978,166.810505121763,150.09639055910168
149,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 19_c405_c488_c561_c640,3,94,C+A_48h,3,85795,398.5278487263763,305.0158131988219,4918.258511568273,7642.515647765022,2975.006387318608,2185616460.0,711978550.0,2476926373.0,362344944.0,4,3,33324,9893.13863881887,0.5858450396985189,229.29050769172,185.8223224097746
150,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 19_c405_c488_c561_c640,4,48,C+A_48h,4,54852,608.804864386656,121.4429254715884,6501.487803544082,8414.28529497557,1513.3148654561364,83658836.0,725546555.0,1476766046.0,1677322.0,5,4,3773,5366.384044526902,0.9668391879349584,144.58995689412671,36.92624384605496
151,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 19_c405_c488_c561_c640,5,186,C+A_48h,5,171740,658.6302161064891,350.2111816487775,4971.018999650635,7412.576540118785,2687.093979270991,2001825974.0,1407097760.0,4431923291.0,542570262.0,6,5,35125,8792.73244128114,0.7530479132914211,261.1482031258304,171.8265558898293
152,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 19_c405_c488_c561_c640,6,40,C+A_48h,6,52802,398.463046662064,179.38762694114354,4569.972576796334,6745.030832165448,1866.3782053710088,401389375.0,386278295.0,1131850042.0,20470234.0,7,6,7492,7793.02536038441,0.8891007679260233,150.8038422721675,69.02465404503364
153,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,1,20,C+A_48h,1,39880,329.8394565273269,184.7917215055814,5114.791098294884,10934.03741223671,3388.555441323972,418680796.0,434565812.0,2250717418.0,245027077.0,1,1,21019,4735.167705409392,0.6997206872621332,197.3147199064608,140.96489495599906
154,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,2,20,C+A_48h,2,33390,418.511156695976,111.11877439304972,7522.723599880203,12315.6311769991,3437.4454627133878,271354563.0,629392442.0,2124836702.0,209428054.0,2,2,17842,4703.914023091582,0.9029048376032924,235.1872124010453,101.092988641681
155,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,3,81,C+A_48h,3,94884,434.4340683092523,292.38234104887675,6782.44281438388,14663.89334345095,5112.275842080857,1157694087.0,1657841272.0,8048834781.0,1831354421.0,3,3,43163,6106.931098394458,0.4531731149923547,249.47422037179845,222.38694081346003
156,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,4,58,C+A_48h,4,50982,307.835358949302,215.2861965189853,5131.302126240634,14583.425915028834,4304.10389941548,680528492.0,686136913.0,4818459541.0,781951176.0,4,4,18435,6667.211228641172,0.8110276566076964,201.3607440510699,117.79760832004116
157,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,5,35,C+A_48h,5,39227,285.5026103870823,183.263461714032,4202.75830422923,11394.202156677798,3518.4863741810486,352743053.0,317943106.0,2267630187.0,319201316.0,5,5,12303,5729.625050800618,0.7524633780046259,157.02670319755234,103.42313979622888
158,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,6,14,C+A_48h,6,23332,292.0298826032117,113.0142203855969,4622.671995542602,8150.010372021258,4762.8921224069945,91047988.0,171227117.0,733359098.0,290991383.0,6,6,5982,4928.76479438315,0.9213721606732036,147.6111649717551,57.37373530211784
159,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,7,177,C+A_48h,7,155969,566.8655983914617,372.4228275817216,4316.324647846687,9147.32366688252,4312.882739518751,1343328913.0,924175094.0,5955153300.0,1724517463.0,7,7,33779,7272.949495248527,0.763998399188196,259.1009288800928,167.17661897316194
160,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,8,19,C+A_48h,8,32374,236.5179748025572,184.16795980798997,3975.968215234448,7972.309538518564,3381.778402421696,62684220.0,188169179.0,1005750740.0,222824977.0,8,8,6395,3932.08287724785,0.9038664036626046,141.18116421116042,60.3993950339345
161,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,9,41,C+A_48h,9,65064,370.05635940215626,253.12234501494603,4371.15031353744,6586.522885159228,1661.4743790729128,218168112.0,433432993.0,1278238944.0,7348727.0,9,9,11834,4837.018167990535,0.8682926186078406,179.5704474126955,89.07634143966341
162,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 1_c405_c488_c561_c640,10,15,C+A_48h,10,40898,282.6255580510781,197.23088628212685,4559.607340212236,8400.819991197613,3460.941341874908,163587967.0,442796745.0,1812875007.0,385261573.0,10,10,13293,3816.505679681035,0.4615398968424754,140.7563524427338,124.86769836398156
163,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 20_c405_c488_c561_c640,1,26,C+A_48h,1,46838,326.62578031623605,200.9968867806664,6203.786284640676,17847.036850420598,1584.4092830607626,591245424.0,808378450.0,5289737168.0,3008370.0,1,1,21325,6178.2420164126615,0.5605960770078989,182.22775784945293,150.90087290604498
164,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 20_c405_c488_c561_c640,2,43,C+A_48h,2,68151,361.7978071743804,263.78114777061614,3930.457704215639,9221.633563704128,3227.3102669073087,429761705.0,357275315.0,2487871281.0,475725596.0,2,2,23082,5063.845334026514,0.250549665952976,179.39482665245137,173.6728038686694
165,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 20_c405_c488_c561_c640,3,219,C+A_48h,3,202631,541.9214679886618,479.19049057392,4707.866501177016,9274.43575760866,1756.8501907408047,2689726507.0,1528982854.0,7942058507.0,16731792.0,3,3,41615,8603.092538748047,0.5723091063244446,255.45232905103492,209.48061161714952
166,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 20_c405_c488_c561_c640,4,15,C+A_48h,4,46323,290.81861683773525,215.0191610970198,3339.3348444617145,6083.775295209724,1339.8632644690542,238654955.0,155515061.0,701039644.0,81524.0,5,4,18544,4150.090002157032,0.6629765304257311,183.04911670368892,137.03792379943934
167,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 20_c405_c488_c561_c640,5,29,C+A_48h,5,45410,371.4835255145123,164.0704202486253,2043.6604712618368,5904.611231006386,1974.406474344858,121203164.0,34341999.0,730364134.0,15109952.0,4,5,11440,4347.079545454545,0.7540229047509038,152.7984523532085,100.3653769072622
168,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 21_c405_c488_c561_c640,1,70,C+A_48h,1,84222,398.8712374367447,289.7239223712846,5469.450915437772,6067.902982593621,2238.6630571584624,107562341.0,864771583.0,1358437144.0,88613977.0,1,1,6021,4744.274539113104,0.9600929042393634,170.18318357064425,47.5970496561636
169,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 21_c405_c488_c561_c640,2,90,C+A_48h,2,97991,491.6520915247925,290.16464524193907,4302.535365492749,6478.160759661601,6587.243746874713,624974879.0,652916076.0,2013292090.0,2934813183.0,2,2,23129,6074.7561935232825,0.6599381024241651,200.18601805454745,150.40375356515793
170,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 21_c405_c488_c561_c640,3,120,C+A_48h,3,140240,512.5763309363897,361.11536548282845,4665.072425841415,7563.434768967484,5150.387578436965,1331951012.0,1052109975.0,3975561558.0,2707104301.0,3,3,32807,7349.266711372573,0.5784840307192265,226.60139754425884,184.83733433032097
171,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 21_c405_c488_c561_c640,4,37,C+A_48h,4,59045,377.8121207949085,215.87901387027105,4435.628825472098,6145.158421542891,6702.790414090948,439566228.0,397029106.0,1014529263.0,1632913926.0,4,4,16244,6013.324058113765,0.8278166600146023,198.2321403705257,111.20797940658876
172,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 21_c405_c488_c561_c640,5,28,C+A_48h,5,65650,393.8943554242402,229.5345344430253,3170.8834577303883,6068.130220868241,2108.523914699162,613746769.0,225857238.0,1129863213.0,62134881.0,5,5,18927,6312.320653035346,0.3219747644363616,160.93708230263525,152.36690121610158
173,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 21_c405_c488_c561_c640,6,49,C+A_48h,6,78326,382.9811489769663,279.11280119808305,3820.756824043102,6353.498416873069,2309.068521308378,765994186.0,401929020.0,1446576183.0,114511169.0,7,6,23356,6379.536093509162,0.7005624499615558,204.72794345386947,146.09203775382096
174,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 2_c405_c488_c561_c640,1,10,C+A_48h,1,54272,323.0948080677125,222.02313940611288,9807.263119103774,22111.73505675118,9380.336932488208,1477437375.0,4152041187.0,13442224258.0,5208610174.0,1,1,2352,16199.44175170068,0.3760043761353411,57.9768490752078,53.722385404343314
175,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 2_c405_c488_c561_c640,1,10,C+A_48h,1,54272,323.0948080677125,222.02313940611288,9807.263119103774,22111.73505675118,9380.336932488208,1477437375.0,4152041187.0,13442224258.0,5208610174.0,2,1,3269,18486.914958702968,0.6085161311979411,74.78422368149319,59.34438531218589
176,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 2_c405_c488_c561_c640,2,121,C+A_48h,2,164563,655.4293594414283,363.2207323150644,9373.0000060767,13075.222000085074,4507.557239476675,1488279445.0,5836282303.0,13650684455.0,2664540327.0,3,2,34445,6736.315778777762,0.7834156128608948,266.32828135210565,165.52253995362307
177,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 2_c405_c488_c561_c640,3,111,C+A_48h,3,127921,506.5327392547529,333.823971073042,11438.50492882326,13717.716715785524,4877.44916784578,882430742.0,4939369091.0,10297767694.0,2122866340.0,4,3,25442,6576.9034667085925,0.840021372592955,249.9477828797525,135.60999678923412
178,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 2_c405_c488_c561_c640,4,62,C+A_48h,4,109556,528.0405204018329,282.97176278331,6567.3377907189015,6617.7716236445285,2441.469805396327,96582977.0,1652729615.0,2618275004.0,182782446.0,5,4,12735,3514.7009030231643,0.6471236976935819,150.53595303582884,114.76635568075744
179,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 3_c405_c488_c561_c640,1,118,C+A_48h,1,162451,506.8532930823537,437.05028655316926,5792.969947861201,7783.1665856165855,2184.605425636038,663001555.0,1655989399.0,3668886079.0,198646752.0,1,1,25554,5806.673984503404,0.4476629734595008,191.0709623803449,170.85610565505317
180,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 3_c405_c488_c561_c640,2,55,C+A_48h,2,83121,498.8097986283809,234.32104541063373,4841.081038486062,5824.452893973846,2105.1381961237234,288128401.0,641171362.0,1137651737.0,70439796.0,2,2,24582,4137.413513953299,0.7240214421600979,215.61406987810025,148.72572654988087
181,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 3_c405_c488_c561_c640,3,16,C+A_48h,3,67232,331.2032599209137,270.44419950630794,8552.396135768682,14121.21947881961,1707.579500832937,426463744.0,2201877098.0,5366053227.0,7535759.0,3,3,25823,4799.95054796112,0.5328006867324298,199.77565716850748,169.05830446312274
182,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 3_c405_c488_c561_c640,4,30,C+A_48h,4,59344,306.1650480396343,259.223167675449,8408.55530466433,15866.152568077649,2050.473779994608,573278531.0,1855392349.0,5557330777.0,37584550.0,4,4,19547,6127.104875428455,0.6761719592182974,184.78564239539384,136.13968322715337
183,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 3_c405_c488_c561_c640,5,2,C+A_48h,5,41348,323.5304745114633,174.63249092418937,5689.57867369643,10821.404856341298,1478.678388313824,141987031.0,604941859.0,2028117165.0,694314.0,5,5,19049,3586.256653892593,0.7931666924877118,201.911887828748,122.96526767125953
184,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 3_c405_c488_c561_c640,6,5,C+A_48h,6,17092,292.47641617148344,82.25996020669064,4740.78405101802,11756.409606833606,1658.4521413526795,42918165.0,206829475.0,1154747054.0,1260087.0,6,6,4688,3699.241467576792,0.980950988616929,180.78018280669409,35.11752556097295
185,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 4_c405_c488_c561_c640,1,123,C+A_48h,1,195695,519.555871430211,487.812733491025,4860.381185007282,5789.026709931271,3315.287912312527,1186801329.0,1577496941.0,2848314329.0,1280838276.0,1,1,26814,7295.493473558588,0.5181664249281556,200.5094018820483,171.4916434594525
186,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 4_c405_c488_c561_c640,2,57,C+A_48h,2,86807,587.6688476604131,211.1977210172448,7021.734238022279,7656.898452889744,1833.773612727084,369337521.0,1267478564.0,2002032034.0,18008682.0,2,2,13088,6069.406479217604,0.9526349203395478,240.20507474971373,73.05027250175883
187,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 4_c405_c488_c561_c640,3,91,C+A_48h,3,150650,553.8392366511188,371.627486229773,7854.986903418519,8069.683657484235,1741.8320544308,637136929.0,2743531726.0,4133278802.0,23321070.0,3,3,28249,5282.614959821587,0.6344251018104818,217.14012088405715,167.84591307227663
188,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 5_c405_c488_c561_c640,1,200,C+A_48h,1,177671,590.1707859805617,389.6040666673114,2010.8907193633177,4626.301861305446,3001.29107169994,1123235442.0,170661225.0,1557768591.0,986913916.0,1,1,30889,6392.0517012528735,0.6469645226440961,227.62197632635164,173.56633267832095
189,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 5_c405_c488_c561_c640,2,24,C+A_48h,2,46204,458.3395080435833,140.26068035648274,1629.158644273223,4054.204960609471,2588.7760799930743,122924816.0,25380950.0,291241524.0,96985535.0,3,2,6559,4825.671596279921,0.9605647149180896,177.9294318608095,49.47443867352918
190,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 5_c405_c488_c561_c640,3,160,C+A_48h,3,195328,598.7967653030096,426.3185649381618,2189.40311680865,5492.748090391547,4525.901898345347,1369323911.0,231885985.0,2303116683.0,2935643213.0,2,3,27003,7577.379217124023,0.5792939812681289,205.83811768618625,167.78249740598625
191,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 6_c405_c488_c561_c640,1,37,C+A_48h,1,56214,299.21228581519483,246.9404473042476,1313.9113032340697,3809.7895008360906,2538.276158963959,122077280.0,7914844.0,303121553.0,122918129.0,1,1,10247,3904.0400117107447,0.6770920220493559,135.40540489607864,99.64461516139114
192,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 6_c405_c488_c561_c640,3,91,C+A_48h,3,144139,520.2735345061585,366.0564876685382,2662.371703702676,5638.641568208465,3684.367090100528,1229598337.0,397603310.0,2005408357.0,1309317893.0,2,3,26553,7481.936353707679,0.6821038997673096,215.68704220938105,157.7222862891915
193,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 7_c405_c488_c561_c640,1,123,C+A_48h,1,136534,483.47563191436063,364.3344947682729,2165.4432595543967,5113.429702491687,3516.5646725357788,1460200124.0,173649261.0,1602661300.0,1279736524.0,1,1,26875,8025.685246511628,0.6140106544424324,208.74489699388545,164.7618746221598
194,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 7_c405_c488_c561_c640,2,104,C+A_48h,2,118918,523.5378882923999,297.96450882925046,1874.4097949847796,4296.046586723624,3019.9588035453003,1202077557.0,93593143.0,863222114.0,617512733.0,2,2,29012,6721.397628567489,0.5386388617928001,209.7650670402362,176.7347780301059
195,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 7_c405_c488_c561_c640,3,123,C+A_48h,3,136037,519.4064894093268,350.38271417627993,2021.501929622088,5525.824268397569,4447.794555892882,1131366983.0,145411403.0,1788670039.0,2044912428.0,3,3,23113,7444.621338640592,0.6107239163498123,193.1571024910785,152.95021676049492
196,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 8_c405_c488_c561_c640,1,61,C+A_48h,1,91053,384.3399878072916,321.07134120502,4047.561288480336,6303.981065972565,3541.220618760502,338087148.0,484204088.0,1609785668.0,565341982.0,1,1,21643,4478.400452802292,0.6657183697097617,193.66660817290983,144.5146215399867
197,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 8_c405_c488_c561_c640,2,23,C+A_48h,2,110394,472.1432635353325,321.7122430147059,4197.318223816512,11227.704422341794,4731.4974636302695,941606506.0,679942998.0,5236537940.0,1564501667.0,2,2,26899,7140.05877541916,0.6366919416597495,211.1535040101279,162.82432267640317
198,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 8_c405_c488_c561_c640,3,38,C+A_48h,3,36792,340.8824831078168,146.85111457686378,3511.156365514242,9038.968552946291,2426.0229397695152,22621126.0,143758533.0,1179618601.0,54949936.0,3,3,1739,4918.715353651524,0.9656815894216848,95.78499602089424,24.878125449399917
199,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 8_c405_c488_c561_c640,4,77,C+A_48h,4,72078,456.4083216216279,214.56174175518257,3878.9318793529233,8898.409181719804,3357.4988623435725,455035032.0,383858681.0,2967499314.0,405685047.0,4,4,11687,6727.772054419441,0.8230951650234719,167.16649025880338,94.93442960266272
200,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 8_c405_c488_c561_c640,5,77,C+A_48h,5,93990,388.1193408688694,323.79100179096724,4263.565836791148,9225.03578040217,4510.347334822854,757458402.0,572263364.0,3507917258.0,1206011775.0,5,5,28867,5981.078567222087,0.6455166988781675,219.7884203938584,167.86256130475775
201,052121_Hela_CBS_C+A_48h_Flag TR_MCP JF646_100x_ - 8_c405_c488_c561_c640,6,19,C+A_48h,6,59587,355.7570608848421,222.6582887611243,4025.581049557789,10748.7639250172,4620.937033245506,263301593.0,410183394.0,3099045661.0,961151872.0,6,6,21093,4237.531930024179,0.5106768166314761,177.4505223361282,152.5671243324996
